age,Valore Reale,Valore Predetto,club_name,player_name,position,club_involved_name,season,Differenza
19.0,2.0,9.007507,Juventus FC,Matheus Pereira,Central Midfield,Empoli,2017/2018,7.007507
23.0,1.5,2.8650782,Montpellier HSC,Gaëtan Charbonnier,Centre-Forward,Angers SCO,2012/2013,1.3650782000000001
28.0,39.25,23.010607,Bayern Munich,Arturo Vidal,Central Midfield,Juventus,2015/2016,-16.239393
28.0,1.95,6.3849072,Torino FC,Ricardo Rodríguez,Centre-Back,AC Milan,2020/2021,4.4349072
22.0,2.0,2.1237898,Cádiz CF,Tomás Alarcón,Defensive Midfield,O'Higgins,2021/2022,0.12378979999999995
21.0,5.25,8.215548,AC Milan,Alexis Saelemaekers,Right Winger,RSC Anderlecht,2020/2021,2.965548
23.0,10.0,7.5268917,Borussia Mönchengladbach,Álvaro Domínguez,Centre-Back,Atlético Madrid,2012/2013,-2.4731083
23.0,4.0,3.3548865,Hertha BSC,Omar Alderete,Centre-Back,FC Basel,2020/2021,-0.6451134999999999
24.0,12.0,4.057014,Zenit St. Petersburg,Claudinho,Attacking Midfield,RB Bragantino,2021/2022,-7.942986
26.0,8.0,4.489007,Zenit St. Petersburg,Cristian Ansaldi,Left-Back,Rubin Kazan,2013/2014,-3.510993
26.0,0.5,1.5671471,SV Darmstadt 98,Mario Vrancic,Central Midfield,SC Paderborn,2015/2016,1.0671471
24.0,30.0,19.51094,AS Monaco,Gelson Martins,Right Winger,Atlético Madrid,2019/2020,-10.489059999999998
18.0,9.8,20.654379,Wolverhampton Wanderers,Ki-Jana Hoever,Right-Back,Liverpool U23,2020/2021,10.854378999999998
21.0,11.0,5.566617,Olympique Lyon,Amin Sarr,Centre-Forward,Heerenveen,2022/2023,-5.433383
19.0,1.5,2.034327,CSKA Moscow,Igor Diveev,Centre-Back,Ufa,2019/2020,0.5343270000000002
21.0,2.25,7.0934978,Atalanta BC,Marco Varnier,Centre-Back,Cittadella,2019/2020,4.8434978
28.0,3.5,4.6017427,Real Betis Balompié,Sergio León,Centre-Forward,CA Osasuna,2017/2018,1.1017427
28.0,2.2,2.7657747,Montpellier HSC,Giovanni Sio,Centre-Forward,Stade Rennais,2017/2018,0.5657747
19.0,0.76,2.5782433,Juventus FC,Nazzareno Belfasti,Left-Back,Modena,2013/2014,1.8182433
23.0,2.75,6.156309,Crystal Palace,Jaroslaw Jach,Centre-Back,Zaglebie Lubin,2017/2018,3.4063090000000003
31.0,30.0,14.080314,Newcastle United,Kieran Trippier,Right-Back,Atlético Madrid,2021/2022,-15.919686
27.0,6.2,8.433637,Newcastle United,Mathieu Debuchy,Right-Back,LOSC Lille,2012/2013,2.233636999999999
27.0,0.35,2.0382216,Akhmat Grozny,Milos Satara,Centre-Back,Soligorsk,2022/2023,1.6882215999999999
24.0,0.9,2.740041,FC Crotone,Federico Ceccherini,Centre-Back,AS Livorno,2016/2017,1.8400410000000003
36.0,2.0,10.672167,AS Monaco,Naldo,Centre-Back,FC Schalke 04,2018/2019,8.672167
26.0,1.14,6.748639,Crystal Palace,Fraizer Campbell,Centre-Forward,Cardiff,2014/2015,5.608639
21.0,1.8,2.302286,Bologna FC 1909,Ádám Nagy,Defensive Midfield,Ferencváros,2016/2017,0.502286
22.0,7.57,7.0060396,Queens Park Rangers,Jordon Mutch,Central Midfield,Cardiff,2014/2015,-0.5639604
27.0,2.0,8.656492,Montpellier HSC,Jordan Ferri,Central Midfield,Olympique Lyon,2019/2020,6.656492
24.0,3.0,2.7427227,TSG 1899 Hoffenheim,Kevin Vogt,Centre-Back,1. FC Köln,2016/2017,-0.25727730000000015
24.0,5.0,10.883967,West Ham United,Diafra Sakho,Centre-Forward,FC Metz,2014/2015,5.883967
26.0,4.5,4.8958287,Olympique Marseille,Luan Peres,Centre-Back,Santos FC,2021/2022,0.39582870000000003
27.0,4.0,3.590498,Celta de Vigo,Franco Cervi,Left Winger,Benfica,2021/2022,-0.4095019999999998
20.0,0.02,3.245642,US Sassuolo,Pietro Cianci,Centre-Forward,Andria,2016/2017,3.225642
24.0,6.0,4.5934443,Real Sociedad,Willian José,Centre-Forward,Maldonado,2016/2017,-1.4065557000000002
29.0,0.85,3.1107478,PSV Eindhoven,Stijn Schaars,Defensive Midfield,Sporting CP,2013/2014,2.2607478
24.0,15.0,27.911617,Paris Saint-Germain,Renato Sanches,Central Midfield,LOSC Lille,2022/2023,12.911617
25.0,1.5,3.0652804,FC Porto,Fernando Andrade,Second Striker,Santa Clara,2018/2019,1.5652803999999998
29.0,0.6,1.7861918,Levante UD,Mitchell Langerak,Goalkeeper,VfB Stuttgart,2017/2018,1.1861918
23.0,2.1,6.2680464,Crystal Palace,Barry Bannan,Central Midfield,Aston Villa,2013/2014,4.1680464
31.0,2.6,15.315296,Nottingham Forest,Willy Boly,Centre-Back,Wolves,2022/2023,12.715296
24.0,0.2,2.2190013,FC Famalicão,Enea Mihaj,Centre-Back,PAOK Salonika,2022/2023,2.0190012999999998
20.0,1.5,3.2321742,VfB Stuttgart,Joshua Kimmich,Defensive Midfield,RB Leipzig,2015/2016,1.7321742000000002
29.0,12.0,11.88949,AS Monaco,Nacer Chadli,Left Winger,West Brom,2018/2019,-0.11050999999999966
25.0,3.25,4.736787,SS Lazio,Mattia Sprocati,Right Winger,Salernitana,2018/2019,1.4867869999999996
24.0,0.3,0.56421345,Levante UD,Toño García,Left-Back,Recr. Huelva,2014/2015,0.26421345
32.0,3.0,3.2381825,Olympique Marseille,Steve Mandanda,Goalkeeper,Crystal Palace,2017/2018,0.23818250000000019
28.0,3.8,7.2645326,Wigan Athletic,Arouna Koné,Centre-Forward,Levante,2012/2013,3.4645326
28.0,24.0,5.750201,Athletic Bilbao,Yuri Berchiche,Left-Back,Paris SG,2018/2019,-18.249799
20.0,6.0,5.806357,Real Betis Balompié,Emerson Royal,Right-Back,Barcelona,2018/2019,-0.1936429999999998
27.0,67.8,31.754622,Manchester City,Riyad Mahrez,Right Winger,Leicester,2018/2019,-36.045378
25.0,4.0,5.0816517,FK Krasnodar,Stanislav Kritsyuk,Goalkeeper,SC Braga,2016/2017,1.0816517
22.0,0.6,2.6519632,SV Darmstadt 98,Patrick Banggaard,Centre-Back,FC Midtjylland,2016/2017,2.0519632
21.0,2.5,6.821266,VfL Wolfsburg,Kilian Fischer,Right-Back,1.FC Nuremberg,2022/2023,4.321266
23.0,0.2,2.7701519,FK Orenburg,Kirill Kaplenko,Defensive Midfield,Zenit 2 S-Pb,2022/2023,2.5701519
20.0,2.5,0.4305175,Sporting CP,Jonathan Silva,Left-Back,Estudiantes,2014/2015,-2.0694825
23.0,4.3,2.3325007,Torino FC,Davide Zappacosta,Right-Back,Atalanta BC,2015/2016,-1.9674992999999996
29.0,15.0,14.15551,Leicester City,Vicente Iborra,Central Midfield,Sevilla FC,2017/2018,-0.8444900000000004
23.0,1.4,7.3560424,Reading FC,Nick Blackman,Centre-Forward,Sheff Utd,2012/2013,5.956042399999999
27.0,8.5,19.01426,Chelsea FC,Demba Ba,Centre-Forward,Newcastle,2012/2013,10.51426
19.0,6.0,1.8212613,Udinese Calcio,Matheus Martins,Left Winger,Fluminense,2022/2023,-4.1787387
17.0,0.253,0.26045737,Granada CF,Francisco Sierralta,Centre-Back,U. Católica,2014/2015,0.007457370000000019
28.0,6.0,13.399742,Valencia CF,Denis Cheryshev,Left Winger,Villarreal,2019/2020,7.399742
20.0,4.0,3.0759907,CSKA Moscow,Ivan Oblyakov,Central Midfield,Ufa,2018/2019,-0.9240092999999998
21.0,2.5,2.2340055,TSG 1899 Hoffenheim,Afriyie Acquah,Central Midfield,US Palermo,2012/2013,-0.26599450000000013
21.0,55.0,22.605843,FC Barcelona,Ferran Torres,Left Winger,Man City,2021/2022,-32.394157
19.0,0.8,3.4705896,AS Saint-Étienne,Alexandros Katranis,Left-Back,Atromitos Athen,2017/2018,2.6705895999999996
20.0,2.5,2.573893,Genoa CFC,Kevin Agudelo,Right Winger,Atlético Huila,2019/2020,0.07389299999999999
24.0,3.6,5.3183193,Stoke City,Erik Pieters,Left-Back,PSV Eindhoven,2013/2014,1.7183192999999997
25.0,10.2,9.62845,West Ham United,Jordan Hugill,Centre-Forward,Preston,2017/2018,-0.5715499999999984
22.0,25.0,42.933247,Paris Saint-Germain,Layvin Kurzawa,Left-Back,Monaco,2015/2016,17.933247
19.0,0.36,9.831696,Newcastle United,Ivan Toney,Centre-Forward,Northampton,2015/2016,9.471696000000001
19.0,5.5,3.0813642,Olympique Marseille,Isaak Touré,Centre-Back,AC Le Havre,2022/2023,-2.4186358
24.0,1.3,5.695228,Burnley FC,Nick Pope,Goalkeeper,Charlton,2016/2017,4.395228
26.0,0.5,2.3713639,Levante UD,Jesús Fernández,Goalkeeper,Real Madrid,2014/2015,1.8713639
26.0,1.0,4.052911,SD Huesca,Pablo Insua,Centre-Back,FC Schalke 04,2020/2021,3.052911
20.0,1.2,2.1851726,FK Krasnodar,Olakunle Olusegun,Left Winger,Botev Plovdiv,2022/2023,0.9851726000000001
21.0,1.0,1.3531929,Udinese Calcio,Alexandre Coeff,Centre-Back,Lens,2013/2014,0.35319290000000003
30.0,2.0,2.014223,Bologna FC 1909,Sebastien De Maio,Centre-Back,RSC Anderlecht,2017/2018,0.014222999999999875
26.0,15.0,4.6697245,AS Roma,Radja Nainggolan,Central Midfield,Cagliari Calcio,2014/2015,-10.330275499999999
27.0,2.5,1.8302053,1.FSV Mainz 05,Jonas Lössl,Goalkeeper,Guingamp,2016/2017,-0.6697947
30.0,11.0,9.232633,AS Roma,Edin Dzeko,Centre-Forward,Man City,2016/2017,-1.7673670000000001
21.0,19.0,7.665713,Olympique Marseille,Duje Caleta-Car,Centre-Back,RB Salzburg,2018/2019,-11.334287
23.0,40.0,13.020202,AS Roma,Tammy Abraham,Centre-Forward,Chelsea,2021/2022,-26.979798000000002
23.0,2.0,2.5226097,Levante UD,Erick Cabaco,Centre-Back,Nacional,2018/2019,0.5226096999999998
22.0,8.8,21.413225,Chelsea FC,César Azpilicueta,Right-Back,Marseille,2012/2013,12.613225
31.0,2.5,5.577511,West Ham United,Alou Diarra,Defensive Midfield,Marseille,2012/2013,3.0775110000000003
28.0,1.3,2.344317,FC Augsburg,Nikola Djurdjic,Centre-Forward,Greuther Fürth,2014/2015,1.0443170000000002
26.0,0.3,1.2584342,SM Caen,Damien Da Silva,Centre-Back,Clermont Foot,2014/2015,0.9584341999999999
28.0,15.0,21.917727,Arsenal FC,Mathieu Debuchy,Right-Back,Newcastle,2014/2015,6.917726999999999
23.0,30.0,15.2820635,Tottenham Hotspur,Sergio Reguilón,Left-Back,Real Madrid,2020/2021,-14.7179365
29.0,12.0,22.370739,Juventus FC,Filip Kostic,Left Midfield,E. Frankfurt,2022/2023,10.370739
24.0,8.0,6.5125804,Bayer 04 Leverkusen,Admir Mehmedi,Second Striker,SC Freiburg,2015/2016,-1.4874196
19.0,2.5,4.995202,ACF Fiorentina,Marko Bakic,Central Midfield,Torino,2013/2014,2.495202
22.0,30.0,13.45192,AS Monaco,Keita Baldé,Centre-Forward,Lazio,2017/2018,-16.54808
18.0,1.2,1.808391,Dynamo Moscow,Milan Majstorovic,Centre-Back,Vojvodina U19,2022/2023,0.6083910000000001
20.0,1.1,1.9722899,FC Groningen,Jörgen Strand Larsen,Centre-Forward,Sarpsborg 08,2020/2021,0.8722899
24.0,3.5,7.897273,Hellas Verona,Pawel Dawidowicz,Centre-Back,Benfica,2019/2020,4.397273
24.0,2.0,1.4997305,FC Girondins Bordeaux,Pablo,Centre-Back,Ponte Preta,2015/2016,-0.5002694999999999
23.0,5.5,7.7284617,Norwich City,Leroy Fer,Defensive Midfield,Twente FC,2013/2014,2.2284617000000004
25.0,20.7,19.229895,West Ham United,Maxwel Cornet,Left Winger,Burnley,2022/2023,-1.4701050000000002
22.0,10.0,24.95015,Paris Saint-Germain,Serge Aurier,Right-Back,Toulouse,2015/2016,14.95015
20.0,3.8,1.912902,Sporting CP,Idrissa Doumbia,Defensive Midfield,Akhmat Grozny,2018/2019,-1.8870979999999997
19.0,4.1,1.7889861,FC Famalicão,Manuel Ugarte,Defensive Midfield,CA Fénix,2020/2021,-2.3110139
21.0,3.0,2.565277,Lokomotiv Moscow,Lucas Fasson,Centre-Back,Athletico-PR,2022/2023,-0.43472299999999997
30.0,1.2,1.94096,SL Benfica,Eliseu,Left-Back,Málaga CF,2014/2015,0.7409600000000001
27.0,7.6,4.9240737,Stade Rennais FC,Edouard Mendy,Goalkeeper,Stade Reims,2019/2020,-2.6759262999999995
25.0,4.5,5.269578,Zenit St. Petersburg,Mateo Cassierra,Centre-Forward,Sochi,2022/2023,0.7695780000000001
32.0,3.5,10.875774,Aston Villa,Robin Olsen,Goalkeeper,AS Roma,2022/2023,7.375774
28.0,1.0,2.8196838,1.FC Union Berlin,Frederik Rönnow,Goalkeeper,E. Frankfurt,2021/2022,1.8196838
21.0,3.5,5.4043794,Lokomotiv Moscow,Wilson Isidor,Centre-Forward,Monaco,2021/2022,1.9043793999999998
20.0,3.8,4.1820445,Ajax Amsterdam,Mike van der Hoorn,Centre-Back,FC Utrecht,2013/2014,0.3820445000000001
18.0,5.8,9.956188,Leeds United,Darko Gyabi,Central Midfield,Man City U21,2022/2023,4.156187999999999
30.0,2.5,1.1419624,Udinese Calcio,Marco Silvestri,Goalkeeper,Hellas Verona,2021/2022,-1.3580376
27.0,4.0,3.3736148,Athletic Bilbao,Kike Sola,Centre-Forward,CA Osasuna,2013/2014,-0.6263852000000001
24.0,4.1,2.9779556,FC Sochi,Victorien Angban,Central Midfield,FC Metz,2021/2022,-1.1220443999999996
19.0,2.2,3.2451153,Angers SCO,Ousmane Camara,Centre-Back,Paris FC,2022/2023,1.0451153
19.0,1.5,6.163422,VfL Wolfsburg,Kaylen Hinds,Second Striker,Arsenal U23,2017/2018,4.663422
26.0,0.2,2.1076958,Krylya Sovetov Samara,Glenn Bijl,Right-Back,FC Emmen,2021/2022,1.9076958000000002
31.0,2.0,4.341002,Sevilla FC,Beto,Goalkeeper,SC Braga,2013/2014,2.3410019999999996
21.0,25.0,12.533074,Leicester City,James Maddison,Attacking Midfield,Norwich,2018/2019,-12.466926
24.0,12.5,4.1834793,Spartak Moscow,Fernando,Defensive Midfield,Sampdoria,2016/2017,-8.3165207
20.0,0.25,1.9107157,FC Nizhniy Novgorod,Ibrokhimkhalil Yuldoshev,Left-Back,Pakhtakor,2021/2022,1.6607157
34.0,1.7,7.034418,Inter Milan,Ashley Young,Left-Back,Man Utd,2019/2020,5.334417999999999
19.0,2.5,3.5456488,Atalanta BC,Bryan Cabezas,Left Winger,Independiente,2016/2017,1.0456488
21.0,1.0,4.043579,Ajax Amsterdam,Jay Gorter,Goalkeeper,Go Ahead Eagles,2021/2022,3.0435790000000003
27.0,3.0,3.2949586,Zenit St. Petersburg,Yohan Mollo,Right Winger,KS Samara,2016/2017,0.2949586000000002
22.0,1.0,1.8457516,Akhmat Grozny,Ismael Silva,Central Midfield,Kalmar FF,2017/2018,0.8457516
21.0,0.18,4.289804,SS Lazio,Fabio Maistro,Central Midfield,Rieti,2019/2020,4.1098040000000005
25.0,0.75,2.0717843,Stade Rennais FC,Ermir Lenjani,Left-Back,FC St. Gallen,2014/2015,1.3217843
25.0,3.0,8.234407,LOSC Lille,Reinildo Mandava,Left-Back,B SAD,2019/2020,5.234406999999999
18.0,0.48,1.8780588,Cagliari Calcio,Kwang-song Han,Centre-Forward,ISM Academy,2016/2017,1.3980588
24.0,2.0,5.060533,FC Augsburg,Jeong-ho Hong,Centre-Back,Jeju United,2013/2014,3.0605330000000004
19.0,4.0,5.0322995,AS Monaco,Thomas Lemar,Attacking Midfield,SM Caen,2015/2016,1.0322994999999997
27.0,5.6,6.65247,Sheffield United,Luke Freeman,Attacking Midfield,QPR,2019/2020,1.0524700000000005
21.0,12.0,4.121164,OGC Nice,Alexis Beka Beka,Defensive Midfield,Loko Moscow,2022/2023,-7.878836
20.0,1.9,4.2172627,Atalanta BC,Gianluca Mancini,Centre-Back,Perugia,2016/2017,2.3172627
22.0,9.0,6.929281,Torino FC,Perr Schuurs,Centre-Back,Ajax,2022/2023,-2.0707190000000004
28.0,1.0,1.5179436,Dynamo Moscow,Guillermo Varela,Right-Back,FC Copenhagen,2021/2022,0.5179436
26.0,5.8,8.180836,Hull City,Tom Huddlestone,Defensive Midfield,Spurs,2013/2014,2.3808359999999995
16.0,20.0,11.407916,AS Monaco,Willem Geubbels,Left Winger,Olympique Lyon,2018/2019,-8.592084
23.0,1.82,20.941008,Arsenal FC,Auston Trusty,Centre-Back,Colorado,2021/2022,19.121008
20.0,2.0,5.8554945,Feyenoord Rotterdam,Neraysho Kasanwirjo,Centre-Back,FC Groningen,2022/2023,3.8554945
21.0,8.1,2.4080074,SV Werder Bremen,Milot Rashica,Right Winger,Vitesse,2017/2018,-5.6919926
25.0,30.0,27.052572,Borussia Dortmund,André Schürrle,Left Winger,VfL Wolfsburg,2016/2017,-2.9474279999999986
20.0,35.0,29.214828,Chelsea FC,Noni Madueke,Right Winger,PSV Eindhoven,2022/2023,-5.785171999999999
21.0,31.0,12.422816,FC Barcelona,Arthur,Defensive Midfield,Grêmio,2018/2019,-18.577184000000003
29.0,8.5,4.893971,Spartak Moscow,Quincy Promes,Left Winger,Ajax,2020/2021,-3.6060290000000004
20.0,1.2,0.7337256,FC Groningen,Isak Dybvik Määttä,Left-Back,Aalesund,2022/2023,-0.4662744
21.0,2.0,1.8843421,Bologna FC 1909,Riccardo Casini,Defensive Midfield,Parma,2013/2014,-0.11565789999999998
28.0,0.25,6.9475894,Real Valladolid CF,Jawad El Yamiq,Centre-Back,Genoa,2020/2021,6.6975894
20.0,4.0,3.2786064,UC Sampdoria,Dawid Kownacki,Centre-Forward,Lech Poznan,2017/2018,-0.7213935999999999
18.0,2.0,1.1381654,AZ Alkmaar,Milos Kerkez,Left-Back,Milan U19,2021/2022,-0.8618345999999999
21.0,1.5,3.6406276,Udinese Calcio,Cristo González,Centre-Forward,RM Castilla,2019/2020,2.1406276
18.0,0.5,0.4230222,Parma FC,Filip Jankovic,Central Midfield,Red Star U19,2013/2014,-0.07697779999999999
22.0,11.0,6.825443,Olympique Marseille,Leonardo Balerdi,Centre-Back,Bor. Dortmund,2021/2022,-4.174557
18.0,3.2,29.512333,ACF Fiorentina,Dušan Vlahović,Centre-Forward,Partizan,2018/2019,26.312333000000002
26.0,8.9,6.260666,Levante UD,Nikola Vukcevic,Defensive Midfield,SC Braga,2018/2019,-2.6393340000000007
26.0,3.5,8.993157,Stoke City,Michael Kightly,Left Winger,Wolves,2012/2013,5.493157
27.0,9.3,9.414089,Watford FC,Tom Cleverley,Central Midfield,Everton,2017/2018,0.11408899999999988
23.0,80.0,26.381,Chelsea FC,Kepa Arrizabalaga,Goalkeeper,Athletic,2018/2019,-53.619
18.0,0.6,6.7104387,AS Saint-Étienne,Neal Maupay,Centre-Forward,OGC Nice,2015/2016,6.1104387000000004
22.0,1.65,2.8772829,Amiens SC,Alexis Blin,Defensive Midfield,Toulouse,2019/2020,1.2272829
22.0,0.75,4.096553,Torino FC,Brian Bayeye,Right Midfield,Catanzaro,2022/2023,3.346553
24.0,12.0,26.065504,Paris Saint-Germain,Nordi Mukiele,Right-Back,RB Leipzig,2022/2023,14.065504
28.0,2.0,3.4352612,SS Lazio,Ivan Provedel,Goalkeeper,Spezia Calcio,2022/2023,1.4352611999999998
21.0,5.8,15.326719,Torino FC,Bremer,Centre-Back,Atlético-MG,2018/2019,9.526719
23.0,1.04,5.05937,Atalanta BC,Hans Hateboer,Right-Back,FC Groningen,2016/2017,4.01937
26.0,1.5,1.9326683,Cagliari Calcio,Matías Cabrera,midfield,Nacional,2012/2013,0.4326683
22.0,17.8,7.5449677,Crystal Palace,Eberechi Eze,Attacking Midfield,QPR,2020/2021,-10.2550323
26.0,8.8,5.5969853,Crystal Palace,James McArthur,Central Midfield,Wigan,2014/2015,-3.2030147000000007
22.0,0.65,2.6082137,Gil Vicente FC,Gabriel Pereira,Centre-Back,Vilafranquense,2022/2023,1.9582137
23.0,10.6,10.617846,AC Milan,Léo Duarte,Centre-Back,Flamengo,2019/2020,0.017846000000000473
24.0,19.4,12.678594,Stoke City,Kevin Wimmer,Centre-Back,Spurs,2017/2018,-6.721405999999998
25.0,5.0,3.287033,Villarreal CF,Tomás Pina,Central Midfield,RCD Mallorca,2013/2014,-1.712967
22.0,20.0,5.1625376,FC Porto,David Carmo,Centre-Back,SC Braga,2022/2023,-14.8374624
24.0,8.25,4.632358,FC Nantes,Anthony Limbombe,Left Winger,Club Brugge,2018/2019,-3.617642
25.0,9.0,4.4635706,ACF Fiorentina,Josip Ilicic,Second Striker,US Palermo,2013/2014,-4.5364294
31.0,1.5,3.570089,Anzhi Makhachkala ( -2022),Benoît Angbwa,Right-Back,KS Samara,2013/2014,2.070089
24.0,1.9,2.1336071,Juventus FC,Vincenzo Fiorillo,Goalkeeper,Sampdoria,2014/2015,0.23360709999999996
25.0,8.0,5.109169,RCD Espanyol Barcelona,César Montes,Centre-Back,Monterrey,2022/2023,-2.8908310000000004
26.0,29.5,15.461914,AS Roma,Leonardo Spinazzola,Left-Back,Juventus,2019/2020,-14.038086
25.0,1.0,2.4902527,UC Sampdoria,Abdelhamid Sabiri,Attacking Midfield,Ascoli,2022/2023,1.4902527
25.0,0.2,3.0378428,AZ Alkmaar,Yves De Winter,Goalkeeper,De Graafschap,2012/2013,2.8378427999999998
24.0,4.0,10.7408085,Liverpool FC,Oussama Assaidi,Left Winger,Heerenveen,2012/2013,6.7408085
23.0,5.4,2.2888541,Anzhi Makhachkala ( -2022),Ewerton,Centre-Back,Coimbra-MG,2012/2013,-3.1111459000000004
26.0,1.2,5.161058,Empoli FC,Omar El Kaddouri,Attacking Midfield,SSC Napoli,2016/2017,3.9610579999999995
20.0,7.0,3.851099,FC Porto,Éder Militão,Centre-Back,São Paulo,2018/2019,-3.148901
25.0,2.7,4.763491,RCD Espanyol Barcelona,Cristhian Stuani,Centre-Forward,Reggina,2012/2013,2.063491
24.0,60.0,29.52026,Bayern Munich,Leroy Sané,Left Winger,Man City,2020/2021,-30.47974
25.0,1.0,2.8074565,Nîmes Olympique,Haris Duljevic,Left Winger,Dynamo Dresden,2019/2020,1.8074564999999998
26.0,0.5,2.128981,FC Sochi,Artem Meshchaninov,Centre-Back,Baltika,2022/2023,1.628981
26.0,14.0,17.096277,Leicester City,Rachid Ghezzal,Right Winger,Monaco,2018/2019,3.0962770000000006
21.0,2.65,0.81116027,FC Toulouse,Dominik Furman,Central Midfield,Legia Warszawa,2013/2014,-1.83883973
32.0,2.0,1.96653,Genoa CFC,Felipe Caicedo,Centre-Forward,Lazio,2021/2022,-0.03347000000000011
32.0,3.0,1.4474629,SD Huesca,Enric Gallego,Centre-Forward,Extremadura,2018/2019,-1.5525371
22.0,0.35,2.2190013,RC Lens,Lukasz Poreba,Defensive Midfield,Zaglebie Lubin,2022/2023,1.8690012999999999
23.0,2.0,2.23759,FC Lorient,Cafú,Central Midfield,Vit. Guimarães,2016/2017,0.23758999999999997
27.0,0.2,1.8304273,FK Orenburg,Denis Popovic,Attacking Midfield,Wisla Kraków,2016/2017,1.6304273
21.0,2.3,1.5625721,UC Sampdoria,Alessandro De Vitis,Defensive Midfield,Parma,2013/2014,-0.7374278999999999
26.0,20.0,8.786241,Villarreal CF,Gerard Moreno,Centre-Forward,Espanyol,2018/2019,-11.213759
19.0,0.21,3.6368191,Swansea City,Botti Biabi,Centre-Forward,Falkirk,2015/2016,3.4268191
21.0,1.5,3.2960186,Empoli FC,Samuel Mraz,Centre-Forward,MSK Zilina,2018/2019,1.7960186
26.0,3.0,2.7668304,TSG 1899 Hoffenheim,Eugen Polanski,Defensive Midfield,1.FSV Mainz 05,2012/2013,-0.2331696000000001
27.0,1.9,2.0251427,TSG 1899 Hoffenheim,Pirmin Schwegler,Defensive Midfield,E. Frankfurt,2014/2015,0.12514270000000005
19.0,15.5,12.5002575,Borussia Dortmund,Leonardo Balerdi,Centre-Back,Boca Juniors,2018/2019,-2.9997425
23.0,40.0,35.611496,Manchester City,Ederson,Goalkeeper,Benfica,2017/2018,-4.3885039999999975
22.0,6.0,3.3834453,Bologna FC 1909,Arthur Theate,Centre-Back,KV Oostende,2022/2023,-2.6165547
20.0,0.05,4.132336,Chievo Verona,Gianluca Gaudino,Central Midfield,Bayern Munich,2017/2018,4.082336
23.0,0.3,1.8223591,Chievo Verona,Raffaele Pucino,Right-Back,Sassuolo,2014/2015,1.5223590999999999
23.0,3.0,5.4817343,FC Porto,Paulinho,Attacking Midfield,Portimonense,2018/2019,2.4817343000000003
25.0,1.0,2.8852537,Real Betis Balompié,Francisco Portillo,Right Winger,Málaga CF,2015/2016,1.8852536999999998
21.0,32.0,10.402202,AC Milan,Charles De Ketelaere,Attacking Midfield,Club Brugge,2022/2023,-21.597797999999997
28.0,0.7,3.5119374,Dinamo Moscow,Toni Sunjic,Centre-Back,VfB Stuttgart,2017/2018,2.8119373999999997
19.0,2.5,0.50693995,Udinese Calcio,Jádson,Central Midfield,Botafogo,2013/2014,-1.99306005
28.0,4.0,4.7544727,VfB Stuttgart,Ron-Robert Zieler,Goalkeeper,Leicester,2017/2018,0.7544727
29.0,3.5,8.850606,AS Saint-Étienne,Ryad Boudebouz,Attacking Midfield,Real Betis,2019/2020,5.350606000000001
18.0,1.2,8.896139,AS Monaco,Lyle Foster,Centre-Forward,Orlando Pirates,2018/2019,7.696139
30.0,1.0,7.014862,AC Milan,Fernando Torres,Centre-Forward,Chelsea,2014/2015,6.014862
23.0,11.4,8.334375,Cardiff City,Josh Murphy,Left Winger,Norwich,2018/2019,-3.0656250000000007
26.0,3.14,5.83134,ACF Fiorentina,Matías Fernández,Attacking Midfield,Sporting CP,2012/2013,2.69134
28.0,1.5,6.4389668,Norwich City,Javier Garrido,Left-Back,Lazio,2013/2014,4.9389668
28.0,1.0,2.6056583,Sporting CP,Douglas,Centre-Back,Trabzonspor,2016/2017,1.6056583
24.0,1.0,0.47626516,Cagliari Calcio,Danilo Avelar,Left-Back,Karpaty,2013/2014,-0.5237348399999999
18.0,0.61,0.4230222,Udinese Calcio,Clifford Aboagye,Central Midfield,Inter Allies,2013/2014,-0.18697779999999997
23.0,44.7,16.139791,Liverpool FC,Diogo Jota,Left Winger,Wolves,2020/2021,-28.560209000000004
28.0,1.0,2.976469,Torino FC,Guillermo Rodríguez,Centre-Back,Cesena,2012/2013,1.9764689999999998
25.0,17.0,6.3239627,Real Sociedad,Asier Illarramendi,Defensive Midfield,Real Madrid,2015/2016,-10.6760373
24.0,0.2,2.1425982,Girona FC,Jairo Izquierdo,Left-Back,Extremadura,2018/2019,1.9425982000000002
30.0,4.0,12.070505,Leicester City,Jonny Evans,Centre-Back,West Brom,2018/2019,8.070505
25.0,0.1,2.20577,RKC Waalwijk,Teddy Chevalier,Centre-Forward,Zulte Waregem,2012/2013,2.1057699999999997
32.0,15.1,11.4338,Tottenham Hotspur,Fernando Llorente,Centre-Forward,Swansea,2017/2018,-3.6662
21.0,6.5,10.127307,Huddersfield Town,Ramadan Sobhi,Left Winger,Stoke City,2018/2019,3.627307
22.0,35.0,29.847353,Manchester United,Victor Lindelöf,Centre-Back,Benfica,2017/2018,-5.152647000000002
29.0,10.0,2.563781,Stade Reims,Junya Ito,Right Winger,KRC Genk,2022/2023,-7.4362189999999995
29.0,6.5,4.4433837,1. FC Köln,Sebastian Andersson,Centre-Forward,Union Berlin,2020/2021,-2.0566163
22.0,0.25,2.7075891,Moreirense FC,Luiz Henrique,Attacking Midfield,Náutico,2019/2020,2.4575891
