age,Valore Reale,Valore Predetto,club_name,player_name,position,club_involved_name,season,Differenza
28.0,0.4,3.392065,PSV Eindhoven,Eloy Room,Goalkeeper,Vitesse,2017/2018,2.992065
27.0,0.8,2.207738,Dinamo Moscow,Abdul-Aziz Tetteh,Defensive Midfield,Lech Poznan,2017/2018,1.407738
25.0,3.5,5.800292,AS Roma,Marquinho,Attacking Midfield,Fluminense,2012/2013,2.300292
21.0,13.3,11.754641,Aston Villa,Ezri Konsa,Centre-Back,Brentford,2019/2020,-1.5453590000000013
20.0,0.55,0.840563,FC Groningen,Alexander Sörloth,Centre-Forward,Rosenborg,2015/2016,0.2905629999999999
29.0,20.0,14.929193,Borussia Dortmund,Axel Witsel,Defensive Midfield,TJ Tianhai,2018/2019,-5.070807
21.0,3.5,7.239683,SC Braga,Galeno,Left Midfield,FC Porto,2019/2020,3.7396830000000003
21.0,75.0,13.481651,SSC Napoli,Victor Osimhen,Centre-Forward,LOSC Lille,2020/2021,-61.518349
19.0,0.25,7.7708774,SSC Napoli,Igor Lasicki,Centre-Back,Lubin II,2013/2014,7.5208774
26.0,0.5,1.8092386,AZ Alkmaar,Stijn Wuytens,Centre-Back,Willem II,2015/2016,1.3092386
28.0,5.0,8.723165,Villarreal CF,Gerónimo Rulli,Goalkeeper,Real Sociedad,2020/2021,3.723165
27.0,23.6,16.511627,Inter Milan,Joaquín Correa,Second Striker,Lazio,2022/2023,-7.088373000000001
24.0,6.82,10.5529585,Manchester City,Zack Steffen,Goalkeeper,Columbus Crew,2019/2020,3.7329585000000005
21.0,1.1,3.2095773,Real Betis Balompié,Nosa Igiebor,Central Midfield,Hapoel Tel Aviv,2012/2013,2.1095772999999998
23.0,6.0,15.4580345,West Ham United,Pedro Obiang,Central Midfield,Sampdoria,2015/2016,9.4580345
20.0,8.0,7.119665,Everton FC,Henry Onyekuru,Left Winger,KAS Eupen,2017/2018,-0.8803349999999996
32.0,3.5,0.4731005,Spartak Moscow,Aleksandr Samedov,Right Winger,Loko Moscow,2016/2017,-3.0268995
24.0,1.8,1.8725003,SD Huesca,Javi Galán,Left-Back,Córdoba CF,2018/2019,0.07250029999999996
25.0,0.215,2.1139057,FK Ufa,Vladislav Kamilov,Central Midfield,SKA Khabarovsk,2020/2021,1.8989057
36.0,15.0,81.3155,Manchester United,Cristiano Ronaldo,Centre-Forward,Juventus,2021/2022,66.3155
22.0,20.0,16.568394,Borussia Dortmund,Nico Schlotterbeck,Centre-Back,SC Freiburg,2022/2023,-3.4316059999999986
22.0,7.22,5.6064215,FC Porto,Luis Díaz,Left Winger,Junior FC,2019/2020,-1.6135785
27.0,10.0,4.9393344,Real Sociedad,Portu,Right Winger,Girona,2019/2020,-5.0606656
21.0,5.5,3.5126834,PSV Eindhoven,Angeliño,Left-Back,Man City U23,2018/2019,-1.9873166000000002
21.0,3.5,0.49444005,Twente Enschede FC,Hakim Ziyech,Attacking Midfield,Heerenveen,2014/2015,-3.00555995
21.0,1.0,1.9900945,Spezia Calcio,Emil Kornvig,Central Midfield,Lyngby BK,2021/2022,0.9900945000000001
21.0,2.0,4.5503597,FC Girondins Bordeaux,Jean Onana,Defensive Midfield,LOSC Lille,2021/2022,2.5503596999999996
29.0,1.0,1.9727532,Celta de Vigo,Michael Krohn-Dehli,Central Midfield,Bröndby IF,2012/2013,0.9727532000000001
22.0,1.0,5.187894,Sevilla FC,Diogo Figueiras,Right-Back,Paços Ferreira,2013/2014,4.187894
27.0,15.0,13.492668,Atlético de Madrid,Geoffrey Kondogbia,Defensive Midfield,Valencia,2020/2021,-1.507332
31.0,5.2,3.751158,Middlesbrough FC,Adlène Guédioura,Central Midfield,Watford,2016/2017,-1.448842
23.0,5.3,5.5474043,ACF Fiorentina,Igor,Centre-Back,SPAL,2021/2022,0.24740430000000035
25.0,3.5,3.9532423,Valencia CF,Lucas Orbán,Centre-Back,G. Bordeaux,2014/2015,0.4532422999999999
19.0,10.0,4.416891,OGC Nice,Myziane Maolida,Left Winger,Olympique Lyon,2018/2019,-5.583109
19.0,8.0,7.242199,Genoa CFC,Elia Petrelli,Centre-Forward,Juventus U23,2020/2021,-0.7578009999999997
23.0,9.0,16.552866,Bayern Munich,Marc Roca,Defensive Midfield,Espanyol,2020/2021,7.552866000000002
23.0,1.65,2.6657763,Vitória Guimarães SC,Sebastián Rincón,Right Winger,Tigre,2017/2018,1.0157763000000002
27.0,0.8,1.9211873,Deportivo de La Coruña,Raúl Albentosa,Centre-Back,Derby,2016/2017,1.1211872999999999
24.0,11.8,7.962332,Sunderland AFC,Wahbi Khazri,Centre-Forward,G. Bordeaux,2015/2016,-3.8376680000000007
31.0,4.5,5.354993,AC Milan,Junior Messias,Right Winger,Crotone,2022/2023,0.8549930000000003
25.0,0.5,4.4938684,Spartak Moscow,Jorrit Hendrix,Defensive Midfield,PSV Eindhoven,2020/2021,3.9938684
28.0,4.5,8.20417,FK Krasnodar,Naldo,Centre-Back,Sporting CP,2016/2017,3.7041699999999995
34.0,1.5,3.3542426,Villarreal CF,Javi Fuego,Defensive Midfield,Espanyol,2017/2018,1.8542426
21.0,4.0,3.9693177,SS Lazio,Jordan Lukaku,Left-Back,KV Oostende,2016/2017,-0.03068230000000005
22.0,2.0,2.439099,Hertha BSC,Lukas Klünter,Right-Back,1. FC Köln,2018/2019,0.43909900000000013
23.0,5.0,5.0468698,CD Leganés,José Manuel Arnáiz,Left Winger,Barcelona B,2018/2019,0.04686979999999963
23.0,0.6,1.0205864,PEC Zwolle,Xavier Mous,Goalkeeper,SC Cambuur,2019/2020,0.4205864
22.0,0.575,4.0691266,Feyenoord Rotterdam,Mats Wieffer,Central Midfield,Excelsior,2022/2023,3.4941265999999995
25.0,5.0,4.9909854,Stade Brestois 29,Steve Mounié,Centre-Forward,Huddersfield,2020/2021,-0.009014600000000428
20.0,6.0,9.662816,FC Schalke 04,Hamza Mendyl,Left-Back,LOSC Lille,2018/2019,3.6628159999999994
25.0,3.75,3.4547539,Sporting CP,Nuno Santos,Left Winger,Rio Ave FC,2020/2021,-0.29524609999999996
24.0,1.1,1.5844749,FC Nantes,Lucas Lima,Left-Back,Arouca,2016/2017,0.48447489999999993
25.0,8.5,2.1642199,FC Empoli,Guglielmo Vicario,Goalkeeper,Cagliari Calcio,2022/2023,-6.3357801
23.0,2.35,2.1960561,Spartak Moscow,Georgiy Dzhikiya,Centre-Back,Amkar Perm,2016/2017,-0.15394390000000024
30.0,9.5,7.313189,US Sassuolo,Vlad Chiriches,Centre-Back,SSC Napoli,2020/2021,-2.1868109999999996
21.0,1.5,2.7797003,Spezia Calcio,Raimonds Krollis,Centre-Forward,Valmiera,2022/2023,1.2797003
32.0,3.75,9.809652,Wolverhampton Wanderers,Craig Dawson,Centre-Back,West Ham,2022/2023,6.059652
26.0,3.5,0.77635837,Udinese Calcio,Iván Piris,Right-Back,Maldonado,2015/2016,-2.72364163
26.0,2.5,6.388945,AS Saint-Étienne,Gabriel Silva,Left-Back,Udinese Calcio,2017/2018,3.8889449999999997
20.0,1.0,2.103894,Parma FC,Riccardo Casini,Defensive Midfield,Bologna U19,2012/2013,1.103894
23.0,3.0,1.3801767,Udinese Calcio,Allan,Defensive Midfield,Granada CF,2014/2015,-1.6198233
19.0,2.2,7.4041176,AS Monaco,Borja López,Centre-Back,Sporting Gijón,2013/2014,5.2041176
25.0,16.9,8.804275,Burnley FC,Ben Gibson,Centre-Back,Middlesbrough,2018/2019,-8.095724999999998
19.0,2.2,5.314455,Sevilla FC,Jairo Samperio,Left Winger,Racing,2013/2014,3.1144549999999995
33.0,0.3,1.2533277,Torino FC,Etrit Berisha,Goalkeeper,SPAL,2022/2023,0.9533277
28.0,12.5,12.899053,Sevilla FC,Luuk de Jong,Centre-Forward,PSV Eindhoven,2019/2020,0.3990530000000003
19.0,2.0,4.814453,AS Roma,Gianluca Caprari,Second Striker,Pescara,2013/2014,2.8144530000000003
23.0,0.4,1.2589327,FC Groningen,Daleho Irandust,Attacking Midfield,Häcken,2021/2022,0.8589326999999999
27.0,3.0,3.289273,SC Braga,Cristian Borja,Left-Back,Sporting CP,2020/2021,0.2892730000000001
20.0,1.6,3.2927182,Hellas Verona,Matteo Bianchetti,Centre-Back,Inter,2013/2014,1.6927181999999998
24.0,23.5,10.97858,AS Roma,Pau López,Goalkeeper,Real Betis,2019/2020,-12.52142
19.0,8.0,2.327969,Celta de Vigo,Fran Beltrán,Central Midfield,Rayo Vallecano,2018/2019,-5.6720310000000005
22.0,5.0,6.328275,Watford FC,Maduka Okoye,Goalkeeper,Sparta R.,2021/2022,1.3282749999999997
24.0,10.0,9.176327,Burnley FC,Josh Brownhill,Central Midfield,Bristol City,2019/2020,-0.8236729999999994
20.0,0.25,0.81116027,Eintracht Braunschweig,Salim Khelifi,Right Midfield,Lausanne-Sport,2013/2014,0.56116027
33.0,9.2,7.3222027,West Ham United,José Fonte,Centre-Back,Southampton,2016/2017,-1.8777972999999992
24.0,0.05,1.908719,FK Ufa,Haris Handzic,Centre-Forward,B. Banja Luka,2014/2015,1.858719
27.0,22.0,10.064655,Olympique Lyon,Thiago Mendes,Defensive Midfield,LOSC Lille,2019/2020,-11.935345
24.0,0.05,2.3296094,Angers SCO,Elhadji Pape Diaw,Centre-Back,Korona Kielce,2018/2019,2.2796094
21.0,16.7,8.470513,AS Monaco,Krépin Diatta,Right Winger,Club Brugge,2020/2021,-8.229486999999999
20.0,7.0,2.5979302,Bologna FC 1909,Takehiro Tomiyasu,Right-Back,Sint-Truiden,2019/2020,-4.4020698
28.0,0.6,2.6155813,FK Orenburg,Michal Duris,Centre-Forward,Viktoria Plzen,2016/2017,2.0155813
21.0,6.5,8.487239,Sporting CP,Raphinha,Right Winger,Vit. Guimarães,2018/2019,1.9872390000000006
21.0,2.0,11.481576,Wolverhampton Wanderers,Bendegúz Bolla,Right-Back,Fehérvár,2021/2022,9.481576
24.0,1.5,5.8830423,SSC Napoli,Raffaele Maiello,Defensive Midfield,Crotone,2015/2016,4.3830423
22.0,32.0,18.453703,Real Madrid,Álvaro Odriozola,Right-Back,Real Sociedad,2018/2019,-13.546297
18.0,5.0,1.2296177,ESTAC Troyes,Metinho,Central Midfield,Fluminense,2021/2022,-3.7703823
22.0,30.0,18.86005,Leicester City,Patson Daka,Centre-Forward,RB Salzburg,2021/2022,-11.139949999999999
23.0,8.0,2.4203691,TSG 1899 Hoffenheim,Kasim Adams,Centre-Back,BSC Young Boys,2018/2019,-5.5796309
29.0,1.2,1.5138048,SV Werder Bremen,Jérôme Gondorf,Central Midfield,Darmstadt 98,2017/2018,0.3138048
24.0,0.9,15.449301,Atlético de Madrid,Nicolás Ibáñez,Centre-Forward,San Luis,2019/2020,14.549301
23.0,75.0,37.45643,Liverpool FC,Darwin Núñez,Centre-Forward,Benfica,2022/2023,-37.54357
25.0,0.4,1.0732343,Akhmat Grozny,Darko Todorovic,Right-Back,RB Salzburg,2022/2023,0.6732343
29.0,1.5,2.2657294,Dijon FCO,Wesley Lautoa,Centre-Back,FC Lorient,2017/2018,0.7657294000000001
24.0,1.0,3.3506792,Real Betis Balompié,Alin Tosca,Centre-Back,Steaua Bucharest,2016/2017,2.3506792
19.0,4.0,0.44869858,Udinese Calcio,Lucas Evangelista,Central Midfield,São Paulo,2014/2015,-3.55130142
22.0,1.0,1.6335932,AZ Alkmaar,Guus Hupperts,Right Winger,Roda JC,2014/2015,0.6335932
28.0,4.5,6.9456487,LOSC Lille,Éder,Centre-Forward,Swansea,2016/2017,2.4456486999999996
32.0,1.0,2.9599793,Atlético de Madrid,Cata Díaz,Centre-Back,Getafe,2012/2013,1.9599793
23.0,19.1,10.947147,Sheffield United,Oliver McBurnie,Centre-Forward,Swansea,2019/2020,-8.152853000000002
20.0,1.3,2.8561516,Hamburger SV,Luca Waldschmidt,Second Striker,E. Frankfurt,2016/2017,1.5561516
22.0,0.05,3.2440047,Rubin Kazan,Ilya Samoshnikov,Left-Back,Torpedo Moscow,2019/2020,3.1940047000000003
19.0,0.1,1.176823,Genoa CFC,Simone Tascone,Central Midfield,Ternana,2016/2017,1.0768229999999999
23.0,0.9,2.8924139,SpVgg Greuther Fürth,Zoltán Stieber,Attacking Midfield,1.FSV Mainz 05,2012/2013,1.9924139000000003
23.0,15.0,14.985203,Juventus FC,Rolando Mandragora,Defensive Midfield,Udinese Calcio,2020/2021,-0.014796999999999727
26.0,25.0,12.392336,AS Monaco,João Moutinho,Central Midfield,FC Porto,2013/2014,-12.607664
23.0,1.2,1.3274912,Torino FC,Salvador Ichazo,Goalkeeper,Danubio FC,2015/2016,0.12749120000000014
17.0,10.0,9.521758,Inter Milan,Eddie Salcedo,Centre-Forward,Genoa,2019/2020,-0.47824199999999983
27.0,28.2,9.055568,Crystal Palace,Mamadou Sakho,Centre-Back,Liverpool,2017/2018,-19.144432000000002
23.0,3.4,10.61882,Aston Villa,Kortney Hause,Centre-Back,Wolves,2019/2020,7.218819999999999
18.0,1.6,5.596882,Juventus FC,Andrés Tello,Central Midfield,Envigado,2015/2016,3.996882
18.0,7.0,6.428955,Southampton FC,Juan Larios,Left-Back,Man City U21,2022/2023,-0.5710449999999998
27.0,9.0,8.075607,AS Roma,Diego Perotti,Left Winger,Genoa,2016/2017,-0.9243930000000002
29.0,0.1,2.3592808,Real Valladolid CF,Iván Sánchez,Right Winger,Birmingham,2022/2023,2.2592808
26.0,3.0,5.6945114,Stade Rennais FC,Birger Meling,Left-Back,Nîmes Olympique,2021/2022,2.6945113999999997
23.0,0.3,3.3160048,Vitória Guimarães SC,Denis Will Poha,Central Midfield,Stade Rennais,2020/2021,3.0160048
21.0,8.0,8.690481,AC Milan,Yacine Adli,Attacking Midfield,G. Bordeaux,2021/2022,0.6904810000000001
21.0,1.78,4.2602487,Juventus FC,Alberto Gallinetta,Goalkeeper,Parma,2013/2014,2.4802486999999998
26.0,3.0,2.205451,FC Toulouse,Gen Shoji,Centre-Back,Kashima Antlers,2018/2019,-0.794549
21.0,0.085,2.2018785,FK Rostov,Aleksandr Saplinov,Attacking Midfield,Baltika,2019/2020,2.1168785
20.0,0.023,1.8993353,Krylya Sovetov Samara,Nikita Pershin,Defensive Midfield,Chertanovo,2021/2022,1.8763353
24.0,0.4,3.1481347,Boavista FC,Yusupha Njie,Centre-Forward,FUS Rabat,2018/2019,2.7481347
27.0,0.5,3.8703,Valenciennes FC,Anthony Le Tallec,Centre-Forward,AJ Auxerre,2012/2013,3.3703
22.0,0.25,3.8480365,Angers SCO,Kevin Bemanga,Right Winger,Paris FC B,2020/2021,3.5980365
21.0,1.1,9.22819,Manchester City,Ko Itakura,Defensive Midfield,Kawasaki Front.,2018/2019,8.12819
21.0,34.0,29.206993,Manchester United,Memphis Depay,Centre-Forward,PSV Eindhoven,2015/2016,-4.793006999999999
22.0,0.07,2.4203691,FK Orenburg,Andrea Chukanov,Attacking Midfield,Tyumen,2018/2019,2.3503691
21.0,1.3,2.1640286,CSKA Moscow,Ilya Agapov,Centre-Back,Pari NN,2022/2023,0.8640285999999999
21.0,1.0,4.172002,Dijon FCO,Alexandru Dobre,Left Winger,Bournemouth U21,2020/2021,3.172002
25.0,1.5,1.9577271,SV Werder Bremen,Santiago García,Centre-Back,Rangers Talca,2014/2015,0.45772710000000005
24.0,5.2,10.685721,Swansea City,Tom Carroll,Central Midfield,Spurs,2016/2017,5.485720999999999
20.0,4.6,1.7120548,Málaga CF,Emanuel Cecchini,Central Midfield,Banfield,2017/2018,-2.8879452
27.0,2.0,2.8949325,CSKA Moscow,Willyan Rocha,Centre-Back,Portimonense,2022/2023,0.8949324999999999
20.0,16.0,9.2206545,RB Leipzig,Nordi Mukiele,Right-Back,Montpellier,2018/2019,-6.7793455
21.0,20.0,9.337915,Valencia CF,André Gomes,Central Midfield,Benfica,2015/2016,-10.662085
21.0,37.0,33.436993,Paris Saint-Germain,Thilo Kehrer,Centre-Back,FC Schalke 04,2018/2019,-3.563006999999999
26.0,0.4,4.731504,Fulham FC,Elsad Zverotic,Defensive Midfield,BSC Young Boys,2013/2014,4.331504
24.0,1.0,5.236512,Eintracht Frankfurt,Ajdin Hrustic,Central Midfield,FC Groningen,2020/2021,4.236512
21.0,26.5,8.678055,AS Roma,Marash Kumbulla,Centre-Back,Hellas Verona,2021/2022,-17.821945
22.0,2.0,3.1481347,Hertha BSC,Pascal Köpke,Centre-Forward,Erzgebirge Aue,2018/2019,1.1481347
28.0,0.3,2.301691,FK Rostov,Denis Terentjev,Right-Back,Zenit S-Pb,2020/2021,2.001691
22.0,0.1,1.8001916,SC Braga,Zé Carlos,Right-Back,Leixões,2020/2021,1.7001916
24.0,2.0,3.0700622,Bologna FC 1909,Filip Helander,Centre-Back,Hellas Verona,2017/2018,1.0700622000000002
21.0,6.8,6.3573647,Bayer 04 Leverkusen,Josip Drmic,Centre-Forward,1.FC Nuremberg,2014/2015,-0.44263530000000006
20.0,3.5,3.711652,RCD Mallorca,Matthew Hoppe,Centre-Forward,FC Schalke 04,2021/2022,0.21165199999999995
33.0,0.2,0.038529646,Willem II Tilburg,Robbin Ruiter,Goalkeeper,PSV Eindhoven,2020/2021,-0.161470354
26.0,4.5,4.619111,AS Saint-Étienne,Mevlüt Erdinc,Centre-Forward,Stade Rennais,2013/2014,0.11911100000000019
23.0,4.0,7.4337907,SS Lazio,Luis Alberto,Central Midfield,Liverpool,2016/2017,3.4337907000000003
22.0,2.25,3.4882247,SV Werder Bremen,Luca Caldirola,Centre-Back,Inter,2013/2014,1.2382247
23.0,0.025,2.6204612,Krylya Sovetov Samara,Roman Evgenjev,Centre-Back,Dynamo Moscow,2022/2023,2.5954612
19.0,0.95,8.138774,Nottingham Forest,Brandon Aguilera,Attacking Midfield,LD Alajuelense,2022/2023,7.1887739999999996
20.0,2.0,2.7379465,RC Strasbourg Alsace,Ibrahima Sissoko,Defensive Midfield,Stade Brestois,2018/2019,0.7379465000000001
23.0,0.7,3.0142949,SC Freiburg,Philipp Zulechner,Centre-Forward,Grödig,2013/2014,2.3142949
19.0,1.0,3.0519671,OGC Nice,Lucas Da Cunha,Left Winger,Stade Rennais,2020/2021,2.0519671
25.0,24.0,17.132433,Inter Milan,Matías Vecino,Central Midfield,Fiorentina,2017/2018,-6.867567000000001
19.0,0.1,2.2120826,FK Ufa,Kirill Folmer,Central Midfield,Spartak 2,2019/2020,2.1120826
22.0,0.2,12.084671,Manchester City,Pablo Marí,Centre-Back,Gimnàstic,2016/2017,11.884671
25.0,19.0,14.51323,Tottenham Hotspur,Mousa Dembélé,Central Midfield,Fulham,2012/2013,-4.48677
24.0,1.2,2.2934835,FC Famalicão,Heriberto Tavares,Right Winger,Stade Brestois,2021/2022,1.0934834999999998
24.0,2.0,4.0630856,1.FSV Mainz 05,Christian Clemens,Right Winger,FC Schalke 04,2016/2017,2.0630856
26.0,4.5,5.528029,RCD Espanyol Barcelona,Edu Expósito,Central Midfield,SD Eibar,2022/2023,1.028029
22.0,2.0,4.6543474,AS Nancy-Lorraine,Yohan Mollo,Right Winger,Granada CF,2012/2013,2.6543474
29.0,4.5,2.7622306,SS Lazio,Marco Parolo,Central Midfield,Parma,2014/2015,-1.7377694
19.0,2.0,2.9471016,Real Valladolid CF,Stiven Plaza,Centre-Forward,Independiente,2018/2019,0.9471015999999999
18.0,0.058,0.97767216,Krylya Sovetov Samara,Artem Sokolov,Attacking Midfield,Khimki,2021/2022,0.91967216
19.0,1.5,4.95173,VfB Stuttgart,Naouirou Ahamada,Defensive Midfield,Juventus U23,2021/2022,3.4517300000000004
19.0,1.9,20.052546,Juventus FC,Mohamed Ihattaren,Attacking Midfield,PSV Eindhoven,2021/2022,18.152546
27.0,3.0,2.8875458,Udinese Calcio,Bram Nuytinck,Centre-Back,RSC Anderlecht,2017/2018,-0.11245420000000017
23.0,12.5,10.065395,SSC Napoli,Manolo Gabbiadini,Centre-Forward,Sampdoria,2014/2015,-2.4346049999999995
28.0,3.0,4.969419,RC Strasbourg Alsace,Jean-Eudes Aholou,Defensive Midfield,Monaco,2022/2023,1.9694190000000003
33.0,0.7,1.3233808,US Palermo,Alessandro Gazzi,Defensive Midfield,Torino,2016/2017,0.6233808000000001
20.0,7.0,4.8234715,US Sassuolo,Pol Lirola,Right-Back,Juventus,2017/2018,-2.1765285
20.0,12.0,15.595599,RB Leipzig,Hannes Wolf,Attacking Midfield,RB Salzburg,2019/2020,3.595599
21.0,1.0,1.6859499,Parma FC,Francesco Finocchio,Right Midfield,Bologna,2013/2014,0.6859499
20.0,2.7,3.453561,ACF Fiorentina,Rafal Wolski,Attacking Midfield,Legia Warszawa,2012/2013,0.7535609999999999
19.0,0.5,2.6796172,SL Benfica,Hany Mukhtar,Attacking Midfield,Hertha BSC,2014/2015,2.1796172
20.0,3.5,4.891689,VfL Wolfsburg,Micky van de Ven,Centre-Back,FC Volendam,2021/2022,1.3916890000000004
21.0,1.8,1.5244035,FC Lorient,Jimmy Cabot,Right Midfield,Troyes,2015/2016,-0.2755965
25.0,0.5,3.1333559,Chievo Verona,Alejandro Rodríguez,Centre-Forward,Cesena,2017/2018,2.6333559
22.0,3.5,3.7039196,Udinese Calcio,Jean-Victor Makengo,Central Midfield,OGC Nice,2020/2021,0.20391959999999987
20.0,11.0,8.624042,Bayer 04 Leverkusen,Jeremie Frimpong,Right-Back,Celtic,2020/2021,-2.3759580000000007
26.0,2.5,2.2962105,SD Huesca,Serdar Gürler,Right Winger,Osmanlispor,2018/2019,-0.20378950000000007
25.0,2.7,3.7483768,CD Leganés,Jonathan Silva,Left-Back,Sporting CP,2019/2020,1.0483767999999998
23.0,7.0,5.045339,Genoa CFC,Francesco Cassata,Central Midfield,Sassuolo,2020/2021,-1.9546609999999998
28.0,3.3,4.8536463,Hannover 96,Mevlüt Erdinc,Centre-Forward,Saint-Étienne,2015/2016,1.5536463000000005
25.0,5.0,2.6537468,Granada CF,Luis Milla,Central Midfield,CD Tenerife,2020/2021,-2.3462532
23.0,0.5,4.3428507,VfB Stuttgart,Erik Thommy,Left Midfield,FC Augsburg,2017/2018,3.8428506999999996
23.0,1.75,9.3972,Real Madrid,Lucas Torró,Defensive Midfield,CA Osasuna,2018/2019,7.6472
30.0,0.2,2.511624,Fortuna Düsseldorf,Stefan Reisinger,Centre-Forward,SC Freiburg,2012/2013,2.3116239999999997
29.0,8.0,2.5769982,CA Osasuna,Ante Budimir,Centre-Forward,RCD Mallorca,2021/2022,-5.4230018
24.0,5.0,2.0582507,Málaga CF,Keko Gontán,Right Winger,SD Eibar,2016/2017,-2.9417493
23.0,1.2,3.3683221,FC Évian Thonon Gaillard,Daniel Wass,Central Midfield,Benfica,2012/2013,2.1683221
24.0,8.0,2.9771502,FC Toulouse,Wesley Saïd,Left Winger,Dijon,2019/2020,-5.0228497999999995
24.0,13.8,13.297227,Wolverhampton Wanderers,Leander Dendoncker,Defensive Midfield,RSC Anderlecht,2019/2020,-0.5027730000000012
21.0,2.3,3.3168213,FK Rostov,Sardar Azmoun,Centre-Forward,Rubin Kazan,2016/2017,1.0168213000000002
25.0,0.5,3.159616,Sporting CP,Luiz Phellype,Centre-Forward,Paços Ferreira,2018/2019,2.659616
21.0,0.172,4.089385,FC Nizhniy Novgorod,Timur Suleymanov,Centre-Forward,Loko-Kazanka M.,2021/2022,3.917385
28.0,8.5,5.99151,ACF Fiorentina,Antonin Barak,Attacking Midfield,Hellas Verona,2022/2023,-2.50849
23.0,4.0,2.7411647,Málaga CF,Michael Santos,Centre-Forward,River Plate,2016/2017,-1.2588352999999999
26.0,1.1,2.1924376,UC Sampdoria,Andrea Costa,Centre-Back,Reggina,2012/2013,1.0924375999999998
24.0,11.0,12.5064,Sevilla FC,Óliver Torres,Central Midfield,FC Porto,2019/2020,1.5063999999999993
25.0,4.2,4.584579,ACF Fiorentina,Nenad Tomović,Centre-Back,Genoa,2012/2013,0.38457899999999956
23.0,0.2,2.1237898,US Salernitana 1919,Reda Boultam,Attacking Midfield,Triestina,2021/2022,1.9237898
27.0,10.0,5.022,Stade Rennais FC,Alfred Gomis,Goalkeeper,Dijon,2020/2021,-4.978
27.0,49.4,16.614828,Everton FC,Gylfi Sigurdsson,Attacking Midfield,Swansea,2017/2018,-32.785172
19.0,18.8,12.505713,RB Leipzig,Josko Gvardiol,Centre-Back,Dinamo Zagreb,2021/2022,-6.294287000000001
26.0,0.5,3.5514467,Vitória Guimarães SC,Paolo Hurtado,Attacking Midfield,Reading,2017/2018,3.0514467
29.0,6.0,3.757716,Hamburger SV,Valon Behrami,Defensive Midfield,SSC Napoli,2014/2015,-2.242284
25.0,2.0,4.1441197,Dijon FCO,Naïm Sliti,Left Winger,LOSC Lille,2018/2019,2.1441197
20.0,38.0,27.174156,Paris Saint-Germain,Nuno Mendes,Left-Back,Sporting CP,2022/2023,-10.825844
23.0,1.2,1.9723309,FC Metz,Fakhreddine Ben Youssef,Centre-Forward,CS Sfaxien,2014/2015,0.7723309
26.0,4.0,2.2099931,Celta de Vigo,Javi Galán,Left-Back,SD Huesca,2021/2022,-1.7900068999999998
19.0,0.5,1.207013,Parma FC,Mory Koné,Centre-Back,Le Mans FC,2013/2014,0.7070129999999999
25.0,4.5,3.8503706,SL Benfica,Ljubomir Fejsa,Defensive Midfield,Olympiacos,2013/2014,-0.6496293999999998
26.0,10.0,8.584943,Sevilla FC,Carlos Bacca,Centre-Forward,Club Brugge,2013/2014,-1.4150569999999991
20.0,3.25,3.5490532,Feyenoord Rotterdam,Patrik Walemark,Right Winger,Häcken,2021/2022,0.2990531999999999
26.0,22.0,12.593297,Southampton FC,Guido Carrillo,Centre-Forward,Monaco,2017/2018,-9.406703
20.0,12.0,8.525087,Newcastle United,Chancel Mbemba,Centre-Back,RSC Anderlecht,2015/2016,-3.474913000000001
25.0,1.6,4.480921,Torino FC,Gianluca Sansone,Centre-Forward,Sassuolo,2012/2013,2.8809210000000003
23.0,17.0,18.800953,Leeds United,Tyler Adams,Defensive Midfield,RB Leipzig,2022/2023,1.8009529999999998
20.0,1.0,2.87183,Feyenoord Rotterdam,Marcus Pedersen,Right-Back,Molde,2021/2022,1.87183
31.0,0.35,0.89912957,SC Paderborn 07,Srdjan Lakic,Centre-Forward,1.FC K'lautern,2014/2015,0.5491295700000001
25.0,2.0,5.43419,SC Freiburg,Chang-hoon Kwon,Right Winger,Dijon,2019/2020,3.43419
29.0,1.0,2.091382,VfB Stuttgart,Karim Haggui,Centre-Back,Hannover 96,2013/2014,1.0913819999999999
26.0,22.0,7.4176345,Valencia CF,Aymen Abdennour,Centre-Back,Monaco,2015/2016,-14.5823655
33.0,8.0,7.1490645,West Ham United,Lukasz Fabianski,Goalkeeper,Swansea,2018/2019,-0.8509355000000003
23.0,25.0,25.5638,Paris Saint-Germain,Jesé,Centre-Forward,Real Madrid,2016/2017,0.5638000000000005
23.0,0.75,1.9560112,SC Braga,Lazar Rosic,Centre-Back,Vojvodina,2016/2017,1.2060112
22.0,10.0,19.581465,Atlético de Madrid,Josuha Guilavogui,Defensive Midfield,Saint-Étienne,2013/2014,9.581465000000001
24.0,6.32,14.938453,Newcastle United,Emmanuel Rivière,Centre-Forward,Monaco,2014/2015,8.618453
24.0,12.8,15.906286,Leeds United,Jack Harrison,Left Winger,Man City,2021/2022,3.106285999999999
20.0,1.0,1.7120548,SM Caen,Jan Repas,Central Midfield,NK Domzale,2017/2018,0.7120548
19.0,8.25,5.368711,Ajax Amsterdam,Hassane Bandé,Left Winger,KV Mechelen,2018/2019,-2.8812889999999998
21.0,8.0,6.84659,CSKA Moscow,Bruno Fuchs,Centre-Back,Internacional,2020/2021,-1.15341
23.0,0.9,1.9560112,Genoa CFC,Anselmo,Defensive Midfield,Palmeiras,2012/2013,1.0560112
