club_name,player_name,age,position,club_involved_name,transfer_period,fee_cleaned,league_name,season,OverallSeasonClub,OverallSeasonClub2,league_destination,Overall_club_name,Overall_club_involved
CD Santa Clara,Paulo,20.0,Centre-Back,Cruzeiro U20,Summer,1.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
CD Santa Clara,Diogo Calila,23.0,Right-Back,B SAD,Summer,0.25,Liga Nos,2022,0.0,0.0,,0.0,0.0
FC Famalicão,Zaydou Youssouf,23.0,Central Midfield,Saint-Étienne,Summer,1.0,Liga Nos,2022,0.0,0.0,Ligue 1,0.0,0.0
FC Famalicão,Puma,24.0,Left Winger,Alavés,Summer,0.5,Liga Nos,2022,0.0,0.0,,0.0,0.0
FC Famalicão,Enea Mihaj,24.0,Centre-Back,PAOK Salonika,Summer,0.2,Liga Nos,2022,0.0,0.0,,0.0,0.0
Boavista FC,Petar Musa,24.0,Centre-Forward,Slavia Prague,Summer,4.25,Liga Nos,2022,0.0,0.0,,0.0,0.0
Boavista FC,Ibrahima,23.0,Defensive Midfield,Moreirense,Summer,1.0,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
Rio Ave FC,Aziz,23.0,Centre-Forward,Vit. Guimarães,Summer,1.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
Rio Ave FC,Jhonatan,31.0,Goalkeeper,Vit. Guimarães,Summer,0.6,Liga Nos,2022,0.0,0.0,,0.0,0.0
Rio Ave FC,Josué Sá,30.0,Centre-Back,Ludogorets,Summer,0.2,Liga Nos,2022,0.0,0.0,,0.0,0.0
Sporting CP,Ousmane Diomande,19.0,Centre-Back,FC Midtjylland,Winter,7.5,Liga Nos,2022,0.0,0.0346984106733485,,0.0,0.2537360260951629
Sporting CP,Héctor Bellerín,27.0,Right-Back,Barcelona,Winter,1.0,Liga Nos,2022,0.0,0.2394138589345053,Primera Division,0.0,0.7388617566077745
SL Benfica,Andreas Schjelderup,18.0,Left Winger,Nordsjaelland,Winter,9.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
SL Benfica,Casper Tengstedt,22.0,Centre-Forward,Rosenborg,Winter,7.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
SC Braga,Joe Mendes,20.0,Right-Back,AIK,Winter,1.5,Liga Nos,2022,0.0,0.0,,0.0,0.0
Gil Vicente FC,Gabriel Pereira,22.0,Centre-Back,Vilafranquense,Winter,0.65,Liga Nos,2022,0.0,0.0,,0.0,0.0
Gil Vicente FC,Depú,23.0,Centre-Forward,Petro Luanda,Winter,0.5,Liga Nos,2022,0.0,0.0,,0.0,0.0
Gil Vicente FC,Marlon,25.0,Left Winger,Paysandu SC,Winter,0.35,Liga Nos,2022,0.0,0.0,,0.0,0.0
Vitória Guimarães SC,Manu,21.0,Defensive Midfield,Feirense,Winter,0.325,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
Ajax Amsterdam,Steven Bergwijn,24.0,Left Winger,Spurs,Summer,31.25,Eredivisie,2022,0.0,0.0,,0.0,0.0
Ajax Amsterdam,Calvin Bassey,22.0,Centre-Back,Rangers,Summer,23.0,Eredivisie,2022,0.0,0.1969154989279855,,0.0,0.4326395568853222
Ajax Amsterdam,Brian Brobbey,20.0,Centre-Forward,RB Leipzig,Summer,16.35,Eredivisie,2022,0.0,0.6117274534581802,1 Bundesliga,0.0,0.5127898411512548
Ajax Amsterdam,Owen Wijndal,22.0,Left-Back,AZ Alkmaar,Summer,10.0,Eredivisie,2022,0.0,0.0,Eredivisie,0.0,0.0
Ajax Amsterdam,Ahmetcan Kaplan,19.0,Centre-Back,Trabzonspor,Summer,9.5,Eredivisie,2022,0.0,0.0151727200995631,,0.0,0.2628055312288799
Ajax Amsterdam,Jorge Sánchez,24.0,Right-Back,América,Summer,5.0,Eredivisie,2022,0.0,0.0,,0.0,0.0
Ajax Amsterdam,Francisco Conceição,19.0,Right Winger,FC Porto,Summer,5.0,Eredivisie,2022,0.0,0.0,Liga Nos,0.0,0.0
AZ Alkmaar,Jens Odgaard,23.0,Centre-Forward,Sassuolo,Summer,4.1,Eredivisie,2022,0.0,0.1813398374223273,Serie A,0.0,0.2501645911767107
AZ Alkmaar,Mees de Wit,24.0,Left-Back,PEC Zwolle,Summer,2.3,Eredivisie,2022,0.0,0.0,Eredivisie,0.0,0.0
AZ Alkmaar,Mayckel Lahdo,19.0,Left Winger,Hammarby,Summer,0.6,Eredivisie,2022,0.0,0.0,,0.0,0.0
SC Cambuur-Leeuwarden,Silvester van der Water,25.0,Right Winger,Orlando,Summer,0.55,Eredivisie,2022,0.0,0.0,,0.0,0.0
Excelsior Rotterdam,Lazaros Lamprou,24.0,Left Winger,PAOK Salonika,Summer,0.45,Eredivisie,2022,0.0,0.0,,0.0,0.0
Feyenoord Rotterdam,Quinten Timber,21.0,Central Midfield,FC Utrecht,Summer,7.4,Eredivisie,2022,0.0,0.0605264569302478,Eredivisie,0.0,0.2305118972707956
Feyenoord Rotterdam,David Hancko,24.0,Centre-Back,Sparta Prague,Summer,6.0,Eredivisie,2022,0.0,0.0,,0.0,0.0
Feyenoord Rotterdam,Igor Paixão,22.0,Left Winger,Coritiba FC,Summer,5.0,Eredivisie,2022,0.0,0.0,,0.0,0.0
Feyenoord Rotterdam,Santiago Giménez,21.0,Centre-Forward,CD Cruz Azul,Summer,4.0,Eredivisie,2022,0.0,0.0,,0.0,0.0
Feyenoord Rotterdam,Javairô Dilrosun,24.0,Left Winger,Hertha BSC,Summer,4.0,Eredivisie,2022,0.0,0.0,1 Bundesliga,0.0,0.0
Feyenoord Rotterdam,Ezequiel Bullaude,21.0,Attacking Midfield,Godoy Cruz,Summer,2.0,Eredivisie,2022,0.0,0.0,,0.0,0.0
Feyenoord Rotterdam,Marcos López,22.0,Left-Back,San Jose,Summer,1.2,Eredivisie,2022,0.0,0.0,,0.0,0.0
Feyenoord Rotterdam,Mats Wieffer,22.0,Central Midfield,Excelsior,Summer,0.575,Eredivisie,2022,0.0,0.0,,0.0,0.0
Fortuna Sittard,Rodrigo Guth,21.0,Centre-Back,Atalanta BC,Summer,1.0,Eredivisie,2022,0.0,0.2369550473338529,Serie A,0.0,0.4268871287106309
Fortuna Sittard,Úmaro Embaló,21.0,Right Winger,Benfica B,Summer,1.0,Eredivisie,2022,0.0,0.0,,0.0,0.0
FC Groningen,Florian Krüger,23.0,Centre-Forward,Arm. Bielefeld,Summer,1.3,Eredivisie,2022,0.0848910498258916,0.0,,0.1684637644633931,0.0
FC Groningen,Isak Dybvik Määttä,20.0,Left-Back,Aalesund,Summer,1.2,Eredivisie,2022,0.0848910498258916,0.0,,0.1684637644633931,0.0
FC Groningen,Liam van Gelderen,21.0,Right-Back,Ajax U21,Summer,0.45,Eredivisie,2022,0.0848910498258916,0.0,,0.1684637644633931,0.0
SC Heerenveen,Simon Olsson,24.0,Attacking Midfield,Elfsborg,Summer,1.3,Eredivisie,2022,0.0,0.0,,0.0,0.0
SC Heerenveen,Alex Timossi Andersson,21.0,Right Winger,FC Bayern II,Summer,0.55,Eredivisie,2022,0.0,0.0,,0.0,0.0
NEC Nijmegen,Jasper Cillessen,33.0,Goalkeeper,Valencia,Summer,1.0,Eredivisie,2022,0.0,0.0,Primera Division,0.0,0.3417621449666362
PSV Eindhoven,Guus Til,24.0,Attacking Midfield,Spartak Moscow,Summer,3.0,Eredivisie,2022,0.0,0.0239482405169742,Premier Liga,0.0,0.2876814941971095
PSV Eindhoven,Luuk de Jong,31.0,Centre-Forward,Sevilla FC,Summer,3.0,Eredivisie,2022,0.0,0.2604267506158023,Primera Division,0.0,0.5877232272668695
PSV Eindhoven,Anwar El Ghazi,27.0,Right Winger,Aston Villa,Summer,2.5,Eredivisie,2022,0.0,0.0,Premier League,0.0,0.0
Sparta Rotterdam,Joshua Kitolano,20.0,Central Midfield,Odds BK,Summer,0.61,Eredivisie,2022,0.0,0.0,,0.0,0.0
Sparta Rotterdam,Tobias Lauritsen,24.0,Centre-Forward,Odds BK,Summer,0.45,Eredivisie,2022,0.0,0.0,,0.0,0.0
Sparta Rotterdam,Charles-Andreas Brym,23.0,Centre-Forward,FC Eindhoven,Summer,0.25,Eredivisie,2022,0.0,0.0,,0.0,0.0
Twente Enschede FC,Michel Vlap,25.0,Attacking Midfield,RSC Anderlecht,Summer,2.0,Eredivisie,2022,0.0,0.0,,0.0,0.2827590168159121
Twente Enschede FC,Michal Sadilek,23.0,Defensive Midfield,PSV Eindhoven,Summer,1.5,Eredivisie,2022,0.0,0.0,Eredivisie,0.0,0.0
FC Utrecht,Luuk Brouwers,24.0,Defensive Midfield,Go Ahead Eagles,Summer,0.75,Eredivisie,2022,0.0605264569302478,0.0842655158706837,,0.2305118972707956,0.2172036575251884
FC Utrecht,Mike van der Hoorn,29.0,Centre-Back,Arm. Bielefeld,Summer,0.15,Eredivisie,2022,0.0605264569302478,0.0,,0.2305118972707956,0.0
Vitesse Arnhem,Melle Meulensteen,22.0,Centre-Back,RKC Waalwijk,Summer,1.0,Eredivisie,2022,0.0,0.0,Eredivisie,0.0,0.0
Ajax Amsterdam,Gerónimo Rulli,30.0,Goalkeeper,Villarreal,Winter,8.0,Eredivisie,2022,0.0,0.0,Primera Division,0.0,0.5378494078984494
AZ Alkmaar,Djordje Mihailovic,24.0,Attacking Midfield,Montréal,Winter,6.0,Eredivisie,2022,0.0,0.0,,0.0,0.0
AZ Alkmaar,Sven Mijnans,22.0,Attacking Midfield,Sparta R.,Winter,2.5,Eredivisie,2022,0.0,0.0,,0.0,0.0
AZ Alkmaar,Mathew Ryan,30.0,Goalkeeper,FC Copenhagen,Winter,0.5,Eredivisie,2022,0.0,0.0,,0.0,0.0
Feyenoord Rotterdam,Neraysho Kasanwirjo,20.0,Centre-Back,FC Groningen,Winter,2.0,Eredivisie,2022,0.0,0.0848910498258916,Eredivisie,0.0,0.1684637644633931
FC Groningen,Johan Hove,22.0,Central Midfield,Strømsgodset,Winter,1.03,Eredivisie,2022,0.0848910498258916,0.0,,0.1684637644633931,0.0
SC Heerenveen,Daniel Karlsbakk,19.0,Centre-Forward,Viking FK,Winter,2.5,Eredivisie,2022,0.0,0.0,,0.0,0.0
SC Heerenveen,Osame Sahraoui,21.0,Left Winger,Vålerenga,Winter,1.7,Eredivisie,2022,0.0,0.0,,0.0,0.0
Bayern Munich,Matthijs de Ligt,22.0,Centre-Back,Juventus,Summer,67.0,1 Bundesliga,2022,1.0,0.4623986578635078,Serie A,0.971130632264834,0.6559170432162352
Bayern Munich,Sadio Mané,30.0,Left Winger,Liverpool,Summer,32.0,1 Bundesliga,2022,1.0,0.7500363328132466,Premier League,0.971130632264834,0.7896278731118712
Bayern Munich,Mathys Tel,17.0,Centre-Forward,Stade Rennais,Summer,20.0,1 Bundesliga,2022,1.0,0.0,Ligue 1,0.971130632264834,0.0
Bayern Munich,Ryan Gravenberch,20.0,Central Midfield,Ajax,Summer,18.5,1 Bundesliga,2022,1.0,0.4021522321558092,,0.971130632264834,0.6830752758165654
Borussia Dortmund,Sébastien Haller,28.0,Centre-Forward,Ajax,Summer,31.0,1 Bundesliga,2022,0.7146823160130107,0.4021522321558092,,0.6818448152576279,0.6830752758165654
Borussia Dortmund,Karim Adeyemi,20.0,Centre-Forward,RB Salzburg,Summer,30.0,1 Bundesliga,2022,0.7146823160130107,0.0,,0.6818448152576279,0.0
Borussia Dortmund,Nico Schlotterbeck,22.0,Centre-Back,SC Freiburg,Summer,20.0,1 Bundesliga,2022,0.7146823160130107,0.3615834208185752,1 Bundesliga,0.6818448152576279,0.2839610852002533
Borussia Dortmund,Anthony Modeste,34.0,Centre-Forward,1. FC Köln,Summer,5.1,1 Bundesliga,2022,0.7146823160130107,0.0,1 Bundesliga,0.6818448152576279,0.0
Borussia Dortmund,Salih Özcan,24.0,Defensive Midfield,1. FC Köln,Summer,5.0,1 Bundesliga,2022,0.7146823160130107,0.0,1 Bundesliga,0.6818448152576279,0.0
Bayer 04 Leverkusen,Adam Hlozek,19.0,Left Winger,Sparta Prague,Summer,13.0,1 Bundesliga,2022,0.5036479322012842,0.0,,0.5274627475625653,0.0
RB Leipzig,David Raum,24.0,Left-Back,TSG Hoffenheim,Summer,26.0,1 Bundesliga,2022,0.6117274534581802,0.0,1 Bundesliga,0.5127898411512548,0.0
RB Leipzig,Timo Werner,26.0,Centre-Forward,Chelsea,Summer,20.0,1 Bundesliga,2022,0.6117274534581802,0.5045105753108674,Premier League,0.5127898411512548,0.6350576351379168
RB Leipzig,Xaver Schlager,24.0,Central Midfield,VfL Wolfsburg,Summer,12.0,1 Bundesliga,2022,0.6117274534581802,0.3025479109597152,1 Bundesliga,0.5127898411512548,0.4102593441194858
1.FC Union Berlin,Jordan,26.0,Centre-Forward,BSC Young Boys,Summer,6.0,1 Bundesliga,2022,0.3095688070647116,0.0,,0.2362615177518444,0.0
1.FC Union Berlin,Jamie Leweling,21.0,Second Striker,Greuther Fürth,Summer,4.0,1 Bundesliga,2022,0.3095688070647116,0.0,1 Bundesliga,0.2362615177518444,0.0
1.FC Union Berlin,Morten Thorsby,26.0,Central Midfield,Sampdoria,Summer,3.0,1 Bundesliga,2022,0.3095688070647116,0.1033732533832674,Serie A,0.2362615177518444,0.1746218761916511
SC Freiburg,Ritsu Doan,24.0,Right Winger,PSV Eindhoven,Summer,8.5,1 Bundesliga,2022,0.3615834208185752,0.0,Eredivisie,0.2839610852002533,0.0
SC Freiburg,Daniel-Kofi Kyereh,26.0,Attacking Midfield,FC St. Pauli,Summer,4.5,1 Bundesliga,2022,0.3615834208185752,0.0,,0.2839610852002533,0.0
SC Freiburg,Merlin Röhl,20.0,Central Midfield,FC Ingolstadt,Summer,2.9,1 Bundesliga,2022,0.3615834208185752,0.0,1 Bundesliga,0.2839610852002533,0.0
1. FC Köln,Luca Kilian,22.0,Centre-Back,1.FSV Mainz 05,Summer,2.0,1 Bundesliga,2022,0.0,0.0,1 Bundesliga,0.0,0.0
1. FC Köln,Sargis Adamyan,29.0,Centre-Forward,TSG Hoffenheim,Summer,1.5,1 Bundesliga,2022,0.0,0.0,1 Bundesliga,0.0,0.0
1. FC Köln,Eric Martel,20.0,Defensive Midfield,RB Leipzig,Summer,1.2,1 Bundesliga,2022,0.0,0.6117274534581802,1 Bundesliga,0.0,0.5127898411512548
1. FC Köln,Steffen Tigges,23.0,Centre-Forward,Bor. Dortmund,Summer,1.2,1 Bundesliga,2022,0.0,0.7146823160130107,,0.0,0.0
1. FC Köln,Nikola Soldo,21.0,Centre-Back,NK Lokomotiva,Summer,0.5,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
1. FC Köln,Denis Huseinbasic,20.0,Central Midfield,K. Offenbach,Summer,0.05,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
1.FSV Mainz 05,Angelo Fulgini,25.0,Attacking Midfield,Angers SCO,Summer,6.0,1 Bundesliga,2022,0.0,0.0,Ligue 1,0.0,0.0
1.FSV Mainz 05,Maxim Leitsch,24.0,Centre-Back,VfL Bochum,Summer,3.5,1 Bundesliga,2022,0.0,0.0,1 Bundesliga,0.0,0.0
1.FSV Mainz 05,Marcus Ingvartsen,26.0,Centre-Forward,Union Berlin,Summer,2.3,1 Bundesliga,2022,0.0,0.3095688070647116,1 Bundesliga,0.0,0.2362615177518444
1.FSV Mainz 05,Delano Burgzorg,23.0,Left Winger,Heracles Almelo,Summer,2.0,1 Bundesliga,2022,0.0,0.0,Eredivisie,0.0,0.0
1.FSV Mainz 05,Dominik Kohr,28.0,Central Midfield,E. Frankfurt,Summer,1.5,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
TSG 1899 Hoffenheim,Stanley Nsoki,23.0,Centre-Back,Club Brugge,Summer,12.0,1 Bundesliga,2022,0.0,0.1040459346730163,,0.0,0.3617993723874599
TSG 1899 Hoffenheim,Ozan Kabak,22.0,Centre-Back,FC Schalke 04,Summer,5.0,1 Bundesliga,2022,0.0,0.2349476078359774,1 Bundesliga,0.0,0.357456593200263
TSG 1899 Hoffenheim,Muhammed Damar,18.0,Attacking Midfield,Frankfurt U19,Summer,0.5,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
Borussia Mönchengladbach,Nathan Ngoumou,22.0,Right Winger,Toulouse,Summer,8.0,1 Bundesliga,2022,0.2644134448944373,0.0,Ligue 1,0.4138474271908681,0.0
Borussia Mönchengladbach,Ko Itakura,25.0,Centre-Back,Man City,Summer,5.0,1 Bundesliga,2022,0.2644134448944373,0.0,,0.4138474271908681,0.0
Borussia Mönchengladbach,Oscar Fraulo,18.0,Central Midfield,FC Midtjylland,Summer,2.0,1 Bundesliga,2022,0.2644134448944373,0.0346984106733485,,0.4138474271908681,0.2537360260951629
Eintracht Frankfurt,Jens Petter Hauge,22.0,Right Winger,AC Milan,Summer,10.0,1 Bundesliga,2022,0.5152999965219968,0.4017329554274536,Serie A,0.4421151783336949,0.4904309514245398
Eintracht Frankfurt,Lucas Alario,29.0,Centre-Forward,Bay. Leverkusen,Summer,6.0,1 Bundesliga,2022,0.5152999965219968,0.5036479322012842,,0.4421151783336949,0.0
Eintracht Frankfurt,Mario Götze,30.0,Attacking Midfield,PSV Eindhoven,Summer,4.0,1 Bundesliga,2022,0.5152999965219968,0.0,Eredivisie,0.4421151783336949,0.0
Eintracht Frankfurt,Kristijan Jakic,25.0,Defensive Midfield,Dinamo Zagreb,Summer,3.5,1 Bundesliga,2022,0.5152999965219968,0.0,,0.4421151783336949,0.0
Eintracht Frankfurt,Hrvoje Smolcic,21.0,Centre-Back,HNK Rijeka,Summer,2.5,1 Bundesliga,2022,0.5152999965219968,0.0,,0.4421151783336949,0.0
VfL Wolfsburg,Jakub Kaminski,20.0,Left Winger,Lech Poznan,Summer,10.0,1 Bundesliga,2022,0.3025479109597152,0.0,,0.4102593441194858,0.0
VfL Wolfsburg,Mattias Svanberg,23.0,Central Midfield,Bologna,Summer,9.0,1 Bundesliga,2022,0.3025479109597152,0.0,,0.4102593441194858,0.0
VfL Wolfsburg,Bartol Franjic,22.0,Defensive Midfield,Dinamo Zagreb,Summer,7.5,1 Bundesliga,2022,0.3025479109597152,0.0,,0.4102593441194858,0.0
VfL Wolfsburg,Patrick Wimmer,21.0,Right Winger,Arm. Bielefeld,Summer,5.0,1 Bundesliga,2022,0.3025479109597152,0.0,,0.4102593441194858,0.0
VfL Wolfsburg,Kilian Fischer,21.0,Right-Back,1.FC Nuremberg,Summer,2.5,1 Bundesliga,2022,0.3025479109597152,0.0,1 Bundesliga,0.4102593441194858,0.0
VfL Wolfsburg,Dzenan Pejcinovic,17.0,Centre-Forward,FC Augsburg U19,Summer,1.25,1 Bundesliga,2022,0.3025479109597152,0.2160116142179481,1 Bundesliga,0.4102593441194858,0.2650571076151561
VfL Bochum,Philipp Förster,27.0,Attacking Midfield,VfB Stuttgart,Summer,0.5,1 Bundesliga,2022,0.0,0.2642947999182224,1 Bundesliga,0.0,0.2464332685252073
VfL Bochum,Konstantinos Stafylidis,28.0,Left-Back,TSG Hoffenheim,Summer,0.25,1 Bundesliga,2022,0.0,0.0,1 Bundesliga,0.0,0.0
FC Augsburg,Arne Maier,23.0,Central Midfield,Hertha BSC,Summer,5.0,1 Bundesliga,2022,0.2160116142179481,0.0,1 Bundesliga,0.2650571076151561,0.0
FC Augsburg,Elvis Rexhbecaj,24.0,Central Midfield,VfL Wolfsburg,Summer,1.7,1 Bundesliga,2022,0.2160116142179481,0.3025479109597152,1 Bundesliga,0.2650571076151561,0.4102593441194858
VfB Stuttgart,Josha Vagnoman,21.0,Right-Back,Hamburger SV,Summer,3.5,1 Bundesliga,2022,0.2642947999182224,0.0,1 Bundesliga,0.2464332685252073,0.0
VfB Stuttgart,Konstantinos Mavropanos,24.0,Centre-Back,Arsenal,Summer,3.2,1 Bundesliga,2022,0.2642947999182224,0.4149595909851346,Premier League,0.2464332685252073,0.6673599159186423
VfB Stuttgart,Luca Pfeiffer,25.0,Centre-Forward,FC Midtjylland,Summer,2.85,1 Bundesliga,2022,0.2642947999182224,0.0346984106733485,,0.2464332685252073,0.2537360260951629
VfB Stuttgart,Juan José Perea,22.0,Centre-Forward,PAS Giannina,Summer,2.4,1 Bundesliga,2022,0.2642947999182224,0.0,,0.2464332685252073,0.0
VfB Stuttgart,Hiroki Ito,23.0,Centre-Back,Júbilo Iwata,Summer,0.4,1 Bundesliga,2022,0.2642947999182224,0.0,,0.2464332685252073,0.0
Hertha BSC,Wilfried Kanga,24.0,Centre-Forward,BSC Young Boys,Summer,4.0,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
Hertha BSC,Jessic Ngankam,21.0,attack,Greuther Fürth,Summer,2.0,1 Bundesliga,2022,0.0,0.0,1 Bundesliga,0.0,0.0
Hertha BSC,Agustín Rogel,24.0,Centre-Back,Estudiantes,Summer,0.4,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
FC Schalke 04,Thomas Ouwejan,25.0,Left-Back,AZ Alkmaar,Summer,2.0,1 Bundesliga,2022,0.2349476078359774,0.0,Eredivisie,0.357456593200263,0.0
FC Schalke 04,Sebastian Polter,31.0,Centre-Forward,VfL Bochum,Summer,1.5,1 Bundesliga,2022,0.2349476078359774,0.0,1 Bundesliga,0.357456593200263,0.0
FC Schalke 04,Rodrigo Zalazar,22.0,Attacking Midfield,E. Frankfurt,Summer,1.5,1 Bundesliga,2022,0.2349476078359774,0.0,,0.357456593200263,0.0
FC Schalke 04,Tobias Mohr,26.0,Left Winger,1.FC Heidenheim,Summer,1.1,1 Bundesliga,2022,0.2349476078359774,0.0,,0.357456593200263,0.0
FC Schalke 04,Marvin Pieringer,22.0,Centre-Forward,SC Freiburg II,Summer,0.5,1 Bundesliga,2022,0.2349476078359774,0.3615834208185752,1 Bundesliga,0.357456593200263,0.2839610852002533
FC Schalke 04,Florent Mollet,30.0,Attacking Midfield,Montpellier,Summer,0.5,1 Bundesliga,2022,0.2349476078359774,0.0,Ligue 1,0.357456593200263,0.0
FC Schalke 04,Justin Heekeren,21.0,Goalkeeper,RW Oberhausen,Summer,0.18,1 Bundesliga,2022,0.2349476078359774,0.0,,0.357456593200263,0.0
SV Werder Bremen,Jens Stage,25.0,Central Midfield,FC Copenhagen,Summer,4.0,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
Bayern Munich,Yann Sommer,34.0,Goalkeeper,Bor. M'gladbach,Winter,8.0,1 Bundesliga,2022,1.0,0.0,,0.971130632264834,0.0
Borussia Dortmund,Julien Duranville,16.0,Right Winger,RSC Anderlecht,Winter,8.5,1 Bundesliga,2022,0.7146823160130107,0.0,,0.6818448152576279,0.2827590168159121
Borussia Dortmund,Julian Ryerson,25.0,Right-Back,Union Berlin,Winter,5.0,1 Bundesliga,2022,0.7146823160130107,0.3095688070647116,1 Bundesliga,0.6818448152576279,0.2362615177518444
Bayer 04 Leverkusen,Gustavo Puerta,19.0,Central Midfield,Bogotá FC,Winter,2.0,1 Bundesliga,2022,0.5036479322012842,0.0,,0.5274627475625653,0.0
Bayer 04 Leverkusen,Noah Mbamba,18.0,Defensive Midfield,Club Brugge,Winter,0.1,1 Bundesliga,2022,0.5036479322012842,0.1040459346730163,,0.5274627475625653,0.3617993723874599
1.FC Union Berlin,Josip Juranovic,27.0,Right-Back,Celtic,Winter,8.55,1 Bundesliga,2022,0.3095688070647116,0.1473653323692366,,0.2362615177518444,0.4992814950925504
1.FC Union Berlin,Aïssa Laïdouni,26.0,Central Midfield,Ferencváros,Winter,2.6,1 Bundesliga,2022,0.3095688070647116,0.0,,0.2362615177518444,0.0
1.FSV Mainz 05,Ludovic Ajorque,28.0,Centre-Forward,R. Strasbourg,Winter,6.0,1 Bundesliga,2022,0.0,0.0841549998091139,,0.0,0.2210035892475844
1.FSV Mainz 05,Andreas Hanche-Olsen,25.0,Centre-Back,KAA Gent,Winter,2.5,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
TSG 1899 Hoffenheim,John Anthony Brooks,29.0,Centre-Back,Benfica,Winter,0.3,1 Bundesliga,2022,0.0,0.0,Liga Nos,0.0,0.0
Borussia Mönchengladbach,Jonas Omlin,29.0,Goalkeeper,Montpellier,Winter,9.0,1 Bundesliga,2022,0.2644134448944373,0.0,Ligue 1,0.4138474271908681,0.0
Eintracht Frankfurt,Paxten Aaronson,19.0,Attacking Midfield,Philadelphia,Winter,4.0,1 Bundesliga,2022,0.5152999965219968,0.0,,0.4421151783336949,0.0
Eintracht Frankfurt,Simon Simoni,18.0,Goalkeeper,FK Dinamo,Winter,0.6,1 Bundesliga,2022,0.5152999965219968,0.0,,0.4421151783336949,0.0
VfL Wolfsburg,Nicolas Cozza,24.0,Left-Back,Montpellier,Winter,0.5,1 Bundesliga,2022,0.3025479109597152,0.0,Ligue 1,0.4102593441194858,0.0
VfL Bochum,Moritz Broschinski,22.0,Centre-Forward,B. Dortmund II,Winter,0.135,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
FC Augsburg,Dion Beljo,20.0,Centre-Forward,NK Osijek,Winter,3.0,1 Bundesliga,2022,0.2160116142179481,0.0,,0.2650571076151561,0.0
FC Augsburg,David Colina,22.0,Left-Back,Hajduk Split,Winter,0.65,1 Bundesliga,2022,0.2160116142179481,0.0,,0.2650571076151561,0.0
FC Augsburg,Irvin Cardona,25.0,Centre-Forward,Stade Brestois,Winter,0.5,1 Bundesliga,2022,0.2160116142179481,0.0,Ligue 1,0.2650571076151561,0.0
FC Augsburg,Arne Engels,19.0,Central Midfield,Club NXT,Winter,0.1,1 Bundesliga,2022,0.2160116142179481,0.0,,0.2650571076151561,0.0
VfB Stuttgart,Gil Dias,26.0,Right Winger,Benfica,Winter,1.0,1 Bundesliga,2022,0.2642947999182224,0.0,Liga Nos,0.2464332685252073,0.0
VfB Stuttgart,Genki Haraguchi,31.0,Attacking Midfield,Union Berlin,Winter,1.0,1 Bundesliga,2022,0.2642947999182224,0.3095688070647116,1 Bundesliga,0.2464332685252073,0.2362615177518444
Hertha BSC,Florian Niederlechner,32.0,Centre-Forward,FC Augsburg,Winter,0.8,1 Bundesliga,2022,0.0,0.2160116142179481,1 Bundesliga,0.0,0.2650571076151561
Hertha BSC,Tolga Cigerci,30.0,Defensive Midfield,Ankaragücü,Winter,0.35,1 Bundesliga,2022,0.0,0.0,,0.0,0.0
AC Milan,Charles De Ketelaere,21.0,Attacking Midfield,Club Brugge,Summer,32.0,Serie A,2022,0.4017329554274536,0.1040459346730163,,0.4904309514245398,0.3617993723874599
AC Milan,Malick Thiaw,21.0,Centre-Back,FC Schalke 04,Summer,7.0,Serie A,2022,0.4017329554274536,0.2349476078359774,1 Bundesliga,0.4904309514245398,0.357456593200263
AC Milan,Junior Messias,31.0,Right Winger,Crotone,Summer,4.5,Serie A,2022,0.4017329554274536,0.0,Serie A,0.4904309514245398,0.0
AC Milan,Alessandro Florenzi,31.0,Right-Back,AS Roma,Summer,2.7,Serie A,2022,0.4017329554274536,0.3588368342953894,Serie A,0.4904309514245398,0.5292433813648545
Inter Milan,Joaquín Correa,27.0,Second Striker,Lazio,Summer,23.6,Serie A,2022,0.0,0.2595617701433297,,0.0,0.3609262119082721
SSC Napoli,Min-jae Kim,25.0,Centre-Back,Fenerbahce,Summer,18.05,Serie A,2022,0.0,0.0505588848718084,,0.0,0.4017067908849758
SSC Napoli,André Zambo Anguissa,26.0,Defensive Midfield,Fulham,Summer,15.0,Serie A,2022,0.0,0.0,,0.0,0.0
SSC Napoli,Mathías Olivera,24.0,Left-Back,Getafe,Summer,11.0,Serie A,2022,0.0,0.0,,0.0,0.1659531376226571
SSC Napoli,Khvicha Kvaratskhelia,21.0,Left Winger,Dinamo Batumi,Summer,10.0,Serie A,2022,0.0,0.0,,0.0,0.0
