club_name,player_name,age,position,club_involved_name,transfer_period,fee_cleaned,league_name,season,OverallSeasonClub,OverallSeasonClub2,league_destination,Overall_club_name,Overall_club_involved
Tottenham Hotspur,Cristian Romero,24.0,Centre-Back,Atalanta BC,Summer,50.0,Premier League,2022,0.6332579908672682,0.2369550473338529,Serie A,0.5694397178320721,0.4268871287106309
Tottenham Hotspur,Yves Bissouma,25.0,Central Midfield,Brighton,Summer,29.2,Premier League,2022,0.6332579908672682,0.0,,0.5694397178320721,0.0
Tottenham Hotspur,Destiny Udogie,19.0,Left-Back,Udinese Calcio,Summer,18.0,Premier League,2022,0.6332579908672682,0.0,Serie A,0.5694397178320721,0.0
Tottenham Hotspur,Djed Spence,21.0,Right-Back,Middlesbrough,Summer,14.7,Premier League,2022,0.6332579908672682,0.0,Premier League,0.5694397178320721,0.0
West Ham United,Lucas Paquetá,25.0,Attacking Midfield,Olympique Lyon,Summer,42.95,Premier League,2022,0.3161683771125502,0.0,Ligue 1,0.3538924954536627,0.0
West Ham United,Gianluca Scamacca,23.0,Centre-Forward,Sassuolo,Summer,36.0,Premier League,2022,0.3161683771125502,0.1813398374223273,Serie A,0.3538924954536627,0.2501645911767107
West Ham United,Nayef Aguerd,26.0,Centre-Back,Stade Rennais,Summer,35.0,Premier League,2022,0.3161683771125502,0.0,Ligue 1,0.3538924954536627,0.0
West Ham United,Maxwel Cornet,25.0,Left Winger,Burnley,Summer,20.7,Premier League,2022,0.3161683771125502,0.0,Premier League,0.3538924954536627,0.1438040850218592
West Ham United,Emerson,28.0,Left-Back,Chelsea,Summer,15.4,Premier League,2022,0.3161683771125502,0.5045105753108674,Premier League,0.3538924954536627,0.6350576351379168
West Ham United,Thilo Kehrer,25.0,Centre-Back,Paris SG,Summer,12.0,Premier League,2022,0.3161683771125502,0.0,,0.3538924954536627,0.0
West Ham United,Flynn Downes,23.0,Central Midfield,Swansea,Summer,10.65,Premier League,2022,0.3161683771125502,0.0,,0.3538924954536627,0.0
West Ham United,Alphonse Areola,29.0,Goalkeeper,Paris SG,Summer,9.3,Premier League,2022,0.3161683771125502,0.0,,0.3538924954536627,0.0
Wolverhampton Wanderers,Matheus Nunes,23.0,Central Midfield,Sporting CP,Summer,45.0,Premier League,2022,0.0,0.0,Liga Nos,0.0,0.0
Wolverhampton Wanderers,Gonçalo Guedes,25.0,Left Winger,Valencia,Summer,32.6,Premier League,2022,0.0,0.0,Primera Division,0.0,0.3417621449666362
Wolverhampton Wanderers,Nathan Collins,21.0,Centre-Back,Burnley,Summer,24.3,Premier League,2022,0.0,0.0,Premier League,0.0,0.1438040850218592
Wolverhampton Wanderers,Sasa Kalajdzic,25.0,Centre-Forward,VfB Stuttgart,Summer,18.0,Premier League,2022,0.0,0.2642947999182224,1 Bundesliga,0.0,0.2464332685252073
Wolverhampton Wanderers,Hee-chan Hwang,26.0,Centre-Forward,RB Leipzig,Summer,16.7,Premier League,2022,0.0,0.6117274534581802,1 Bundesliga,0.0,0.5127898411512548
Arsenal FC,Jakub Kiwior,22.0,Centre-Back,Spezia Calcio,Winter,25.0,Premier League,2022,0.4149595909851346,0.0,Serie A,0.6673599159186423,0.0
Arsenal FC,Leandro Trossard,28.0,Left Winger,Brighton,Winter,24.0,Premier League,2022,0.4149595909851346,0.0,,0.6673599159186423,0.0
Arsenal FC,Jorginho,31.0,Defensive Midfield,Chelsea,Winter,11.3,Premier League,2022,0.4149595909851346,0.5045105753108674,Premier League,0.6673599159186423,0.6350576351379168
Aston Villa,Jhon Durán,19.0,Centre-Forward,Chicago,Winter,16.64,Premier League,2022,0.0,0.0,,0.0,0.0
Aston Villa,Álex Moreno,29.0,Left-Back,Real Betis,Winter,13.5,Premier League,2022,0.0,0.0831091338354417,,0.0,0.3340038331035112
AFC Bournemouth,Ilya Zabarnyi,20.0,Centre-Back,Dynamo Kyiv,Winter,22.7,Premier League,2022,0.0,0.0,,0.0,0.0
AFC Bournemouth,Dango Ouattara,20.0,Right Winger,FC Lorient,Winter,22.5,Premier League,2022,0.0,0.0,Ligue 1,0.0,0.0
AFC Bournemouth,Antoine Semenyo,23.0,Centre-Forward,Bristol City,Winter,10.25,Premier League,2022,0.0,0.0,,0.0,0.0
Brighton & Hove Albion,Facundo Buonanotte,18.0,Attacking Midfield,Rosario Central,Winter,6.0,Premier League,2022,0.0,0.0,,0.0,0.0
Brighton & Hove Albion,Yasin Ayari,19.0,Central Midfield,AIK,Winter,4.0,Premier League,2022,0.0,0.0,,0.0,0.0
Chelsea FC,Enzo Fernández,22.0,Central Midfield,Benfica,Winter,121.0,Premier League,2022,0.5045105753108674,0.0,Liga Nos,0.6350576351379168,0.0
Chelsea FC,Mykhaylo Mudryk,22.0,Left Winger,Shakhtar D.,Winter,70.0,Premier League,2022,0.5045105753108674,0.0,,0.6350576351379168,0.0
Chelsea FC,Benoît Badiashile,21.0,Centre-Back,Monaco,Winter,38.0,Premier League,2022,0.5045105753108674,0.2091499497585124,,0.6350576351379168,0.0
Chelsea FC,Noni Madueke,20.0,Right Winger,PSV Eindhoven,Winter,35.0,Premier League,2022,0.5045105753108674,0.0,Eredivisie,0.6350576351379168,0.0
Chelsea FC,Malo Gusto,19.0,Right-Back,Olympique Lyon,Winter,30.0,Premier League,2022,0.5045105753108674,0.0,Ligue 1,0.6350576351379168,0.0
Chelsea FC,Andrey Santos,18.0,Central Midfield,Vasco da Gama,Winter,12.5,Premier League,2022,0.5045105753108674,0.0,,0.6350576351379168,0.0
Chelsea FC,David Datro Fofana,20.0,Centre-Forward,Molde,Winter,12.0,Premier League,2022,0.5045105753108674,0.0,,0.6350576351379168,0.0
Crystal Palace,Naouirou Ahamada,20.0,Central Midfield,VfB Stuttgart,Winter,12.0,Premier League,2022,0.0,0.2642947999182224,1 Bundesliga,0.0,0.2464332685252073
Fulham FC,Sasa Lukic,26.0,Central Midfield,Torino,Winter,9.1,Premier League,2022,0.0,0.185412250833023,,0.0,0.2180500445768075
Leeds United,Georginio Rutter,20.0,Centre-Forward,TSG Hoffenheim,Winter,28.0,Premier League,2022,0.0,0.0,1 Bundesliga,0.0,0.0
Leeds United,Maximilian Wöber,24.0,Centre-Back,RB Salzburg,Winter,12.0,Premier League,2022,0.0,0.0,,0.0,0.0
Leicester City,Harry Souttar,24.0,Centre-Back,Stoke City,Winter,17.0,Premier League,2022,0.3535773731485744,0.0,Premier League,0.3639027633510748,0.0
Leicester City,Victor Kristiansen,20.0,Left-Back,FC Copenhagen,Winter,14.0,Premier League,2022,0.3535773731485744,0.0,,0.3639027633510748,0.0
Liverpool FC,Cody Gakpo,23.0,Left Winger,PSV Eindhoven,Winter,42.0,Premier League,2022,0.7500363328132466,0.0,Eredivisie,0.7896278731118712,0.0
Manchester City,Máximo Perrone,20.0,Defensive Midfield,Vélez Sarsfield,Winter,11.0,Premier League,2022,0.8518349866466829,0.0,,0.8009564778592996,0.0
Newcastle United,Anthony Gordon,21.0,Left Winger,Everton,Winter,45.6,Premier League,2022,0.0,0.2665781676981546,Premier League,0.0,0.260000457469783
Newcastle United,Harrison Ashby,21.0,Right-Back,West Ham U21,Winter,3.4,Premier League,2022,0.0,0.0,,0.0,0.0
Newcastle United,Garang Kuol,18.0,Right Winger,Central Coast,Winter,0.35,Premier League,2022,0.0,0.0,,0.0,0.0
Nottingham Forest,Danilo,21.0,Defensive Midfield,Palmeiras,Winter,20.0,Premier League,2022,0.0,0.0,,0.0,0.0
Nottingham Forest,Felipe,33.0,Centre-Back,Atlético Madrid,Winter,2.3,Premier League,2022,0.0,0.1236931817808441,Primera Division,0.0,0.6421524664319064
Southampton FC,Kamaldeen Sulemana,20.0,Left Winger,Rennes,Winter,25.0,Premier League,2022,0.2626203666936487,0.0,,0.2025732673375124,0.0
Southampton FC,Paul Onuachu,28.0,Centre-Forward,KRC Genk,Winter,18.0,Premier League,2022,0.2626203666936487,0.0,,0.2025732673375124,0.0
Southampton FC,Carlos Alcaraz,20.0,Central Midfield,Racing Club,Winter,13.65,Premier League,2022,0.2626203666936487,0.0,,0.2025732673375124,0.0
Southampton FC,Mislav Orsic,30.0,Left Winger,Dinamo Zagreb,Winter,5.75,Premier League,2022,0.2626203666936487,0.0,,0.2025732673375124,0.0
Southampton FC,James Bree,25.0,Right-Back,Luton,Winter,0.85,Premier League,2022,0.2626203666936487,0.0,,0.2025732673375124,0.0
West Ham United,Danny Ings,30.0,Centre-Forward,Aston Villa,Winter,12.0,Premier League,2022,0.3161683771125502,0.0,Premier League,0.3538924954536627,0.0
Wolverhampton Wanderers,João Gomes,21.0,Central Midfield,Flamengo,Winter,18.7,Premier League,2022,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Mario Lemina,29.0,Defensive Midfield,OGC Nice,Winter,11.0,Premier League,2022,0.0,0.0,Ligue 1,0.0,0.0
Wolverhampton Wanderers,Pablo Sarabia,30.0,Right Winger,Paris SG,Winter,5.0,Premier League,2022,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Craig Dawson,32.0,Centre-Back,West Ham,Winter,3.75,Premier League,2022,0.0,0.0,,0.0,0.0
Wolverhampton Wanderers,Daniel Bentley,29.0,Goalkeeper,Bristol City,Winter,0.057,Premier League,2022,0.0,0.0,,0.0,0.0
Paris Saint-Germain,Vitinha,22.0,Central Midfield,FC Porto,Summer,41.5,Ligue 1,2022,0.4680766746254433,0.0,Liga Nos,0.7328388479499336,0.0
Paris Saint-Germain,Nuno Mendes,20.0,Left-Back,Sporting CP,Summer,38.0,Ligue 1,2022,0.4680766746254433,0.0,Liga Nos,0.7328388479499336,0.0
Paris Saint-Germain,Fabián Ruiz,26.0,Central Midfield,SSC Napoli,Summer,23.0,Ligue 1,2022,0.4680766746254433,0.0,Serie A,0.7328388479499336,0.0
Paris Saint-Germain,Carlos Soler,25.0,Central Midfield,Valencia,Summer,18.0,Ligue 1,2022,0.4680766746254433,0.0,Primera Division,0.7328388479499336,0.3417621449666362
Paris Saint-Germain,Renato Sanches,24.0,Central Midfield,LOSC Lille,Summer,15.0,Ligue 1,2022,0.4680766746254433,0.0,Ligue 1,0.7328388479499336,0.0
Paris Saint-Germain,Nordi Mukiele,24.0,Right-Back,RB Leipzig,Summer,12.0,Ligue 1,2022,0.4680766746254433,0.6117274534581802,1 Bundesliga,0.7328388479499336,0.5127898411512548
Olympique Marseille,Pau López,27.0,Goalkeeper,AS Roma,Summer,12.0,Ligue 1,2022,0.0,0.3588368342953894,Serie A,0.0,0.5292433813648545
Olympique Marseille,Mattéo Guendouzi,23.0,Central Midfield,Arsenal,Summer,11.0,Ligue 1,2022,0.0,0.4149595909851346,Premier League,0.0,0.6673599159186423
Olympique Marseille,Jordan Veretout,29.0,Central Midfield,AS Roma,Summer,11.0,Ligue 1,2022,0.0,0.3588368342953894,Serie A,0.0,0.5292433813648545
Olympique Marseille,Luis Suárez,24.0,Centre-Forward,Granada CF,Summer,10.0,Ligue 1,2022,0.0,0.0,Primera Division,0.0,0.0976571495549945
Olympique Marseille,Cengiz Ünder,24.0,Right Winger,AS Roma,Summer,8.4,Ligue 1,2022,0.0,0.3588368342953894,Serie A,0.0,0.5292433813648545
Olympique Marseille,Arkadiusz Milik,28.0,Centre-Forward,SSC Napoli,Summer,8.0,Ligue 1,2022,0.0,0.0,Serie A,0.0,0.0
Olympique Marseille,Jonathan Clauss,29.0,Right-Back,Lens,Summer,7.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
Olympique Marseille,Isaak Touré,19.0,Centre-Back,AC Le Havre,Summer,5.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
AS Monaco,Mohamed Camara,22.0,Defensive Midfield,RB Salzburg,Summer,15.0,Ligue 1,2022,0.2091499497585124,0.0,,0.470407640582901,0.0
AS Monaco,Takumi Minamino,27.0,Left Winger,Liverpool,Summer,15.0,Ligue 1,2022,0.2091499497585124,0.7500363328132466,Premier League,0.470407640582901,0.7896278731118712
AS Monaco,Breel Embolo,25.0,Centre-Forward,Bor. M'gladbach,Summer,12.5,Ligue 1,2022,0.2091499497585124,0.0,,0.470407640582901,0.0
Stade Rennais FC,Amine Gouiri,22.0,Centre-Forward,OGC Nice,Summer,28.0,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
Stade Rennais FC,Arnaud Kalimuendo,20.0,Centre-Forward,Paris SG,Summer,20.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
Stade Rennais FC,Arthur Theate,22.0,Centre-Back,Bologna,Summer,19.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
Stade Rennais FC,Christopher Wooh,20.0,Centre-Back,Lens,Summer,9.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
OGC Nice,Sofiane Diop,22.0,Left Winger,Monaco,Summer,22.0,Ligue 1,2022,0.0,0.2091499497585124,,0.0,0.0
OGC Nice,Gaëtan Laborde,28.0,Centre-Forward,Stade Rennais,Summer,15.0,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
OGC Nice,Mattia Viti,20.0,Centre-Back,FC Empoli,Summer,13.0,Ligue 1,2022,0.0,0.0,Serie A,0.0,0.0
OGC Nice,Alexis Beka Beka,21.0,Defensive Midfield,Loko Moscow,Summer,12.0,Ligue 1,2022,0.0,0.007687168577946,,0.0,0.0
OGC Nice,Rares Ilie,19.0,Left Winger,FC Rapid,Summer,5.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
OGC Nice,Marcin Bulka,22.0,Goalkeeper,Paris SG,Summer,2.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
OGC Nice,Kasper Schmeichel,35.0,Goalkeeper,Leicester,Summer,1.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
RC Strasbourg Alsace,Jean-Eudes Aholou,28.0,Defensive Midfield,Monaco,Summer,3.0,Ligue 1,2022,0.0,0.2091499497585124,,0.0,0.0
RC Strasbourg Alsace,Lucas Perrin,23.0,Centre-Back,Marseille,Summer,1.5,Ligue 1,2022,0.0,0.2302970034533497,,0.0,0.3946615047414129
RC Lens,Loïs Openda,22.0,Centre-Forward,Club Brugge,Summer,9.8,Ligue 1,2022,0.0,0.1040459346730163,,0.0,0.3617993723874599
RC Lens,Adam Buksa,25.0,Centre-Forward,New England,Summer,6.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
RC Lens,Brice Samba,28.0,Goalkeeper,Nottm Forest,Summer,5.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
RC Lens,Salis Abdul Samed,22.0,Defensive Midfield,Clermont Foot,Summer,5.0,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
RC Lens,Jean Onana,22.0,Defensive Midfield,G. Bordeaux,Summer,4.0,Ligue 1,2022,0.0,0.0,,0.0,0.124207962981527
RC Lens,Jimmy Cabot,28.0,Right Midfield,Angers SCO,Summer,2.0,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
RC Lens,Lukasz Poreba,22.0,Defensive Midfield,Zaglebie Lubin,Summer,0.35,Ligue 1,2022,0.0,0.0,,0.0,0.0
Olympique Lyon,Johann Lepenant,19.0,Defensive Midfield,SM Caen,Summer,4.25,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
Olympique Lyon,Nicolás Tagliafico,29.0,Left-Back,Ajax,Summer,4.2,Ligue 1,2022,0.0,0.4021522321558092,,0.0,0.6830752758165654
Olympique Lyon,Saël Kumbedi,17.0,Right-Back,AC Le Havre,Summer,1.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
FC Nantes,Ignatius Ganago,23.0,Centre-Forward,Lens,Summer,4.4,Ligue 1,2022,0.1366342142135826,0.0,,0.0,0.0
FC Nantes,Moussa Sissoko,32.0,Central Midfield,Watford,Summer,2.0,Ligue 1,2022,0.1366342142135826,0.0,Premier League,0.0,0.0
LOSC Lille,Mohamed Bayo,24.0,Centre-Forward,Clermont Foot,Summer,14.0,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
LOSC Lille,Alan Virginius,19.0,Left Winger,FC Sochaux,Summer,4.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
LOSC Lille,Adam Ounas,25.0,Right Winger,SSC Napoli,Summer,3.0,Ligue 1,2022,0.0,0.0,Serie A,0.0,0.0
LOSC Lille,Bafodé Diakité,21.0,Centre-Back,Toulouse,Summer,3.0,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
LOSC Lille,Alexsandro,22.0,Centre-Back,Chaves,Summer,2.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
Stade Brestois 29,Achraf Dari,23.0,Centre-Back,Wydad AC,Summer,2.7,Ligue 1,2022,0.0,0.0,,0.0,0.0
Stade Brestois 29,Pierre Lees-Melou,29.0,Central Midfield,Norwich,Summer,2.3,Ligue 1,2022,0.0,0.0,,0.0,0.0
Stade Brestois 29,Noah Fadiga,22.0,Right-Back,Heracles Almelo,Summer,0.35,Ligue 1,2022,0.0,0.0,Eredivisie,0.0,0.0
Stade Reims,Junya Ito,29.0,Right Winger,KRC Genk,Summer,10.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
Stade Reims,Andreaw Gravillon,24.0,Centre-Back,Inter,Summer,3.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
Stade Reims,Emmanuel Agbadou,25.0,Centre-Back,KAS Eupen,Summer,2.6,Ligue 1,2022,0.0,0.0,,0.0,0.0
Montpellier HSC,Christopher Jullien,29.0,Centre-Back,Celtic,Summer,1.0,Ligue 1,2022,0.0,0.1473653323692366,,0.0,0.4992814950925504
Angers SCO,Ousmane Camara,19.0,Centre-Back,Paris FC,Summer,2.2,Ligue 1,2022,0.0,0.0,,0.0,0.0
Angers SCO,Cédric Hountondji,28.0,Centre-Back,Clermont Foot,Summer,2.0,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
Angers SCO,Adrien Hunou,28.0,Centre-Forward,Minnesota,Summer,1.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
Angers SCO,Halid Sabanovic,22.0,Right-Back,FK Sarajevo,Summer,0.3,Ligue 1,2022,0.0,0.0,,0.0,0.0
ESTAC Troyes,Sávio,18.0,Right Winger,Atlético-MG,Summer,6.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
ESTAC Troyes,Jackson Porozo,21.0,Centre-Back,Boavista,Summer,3.5,Ligue 1,2022,0.0,0.0,Liga Nos,0.0,0.0
ESTAC Troyes,Iké Ugbo,23.0,Centre-Forward,KRC Genk,Summer,3.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
ESTAC Troyes,Thierno Baldé,20.0,Right-Back,Paris SG,Summer,3.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
ESTAC Troyes,Andreas Bruus,23.0,Right-Back,Bröndby IF,Summer,1.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
FC Lorient,Yoann Cathline,20.0,Left Winger,Guingamp,Summer,2.7,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.1163397892923987
FC Lorient,Montassar Talbi,24.0,Centre-Back,Rubin Kazan,Summer,1.5,Ligue 1,2022,0.0,0.0,Premier Liga,0.0,0.0
FC Lorient,Darlin Yongwa,21.0,Left-Back,Chamois Niort,Summer,1.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
Clermont Foot 63,Mateusz Wieteska,25.0,Centre-Back,Legia Warszawa,Summer,1.3,Ligue 1,2022,0.0,0.0,,0.0,0.0
Clermont Foot 63,Komnen Andric,27.0,Centre-Forward,Dinamo Zagreb,Summer,1.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
FC Toulouse,Veljko Birmancevic,24.0,Left Winger,Malmö FF,Summer,4.1,Ligue 1,2022,0.0,0.0,,0.0,0.0
FC Toulouse,Thijs Dallinga,21.0,Centre-Forward,Excelsior,Summer,2.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
FC Toulouse,Zakaria Aboukhlal,22.0,Right Winger,AZ Alkmaar,Summer,2.0,Ligue 1,2022,0.0,0.0,Eredivisie,0.0,0.0
FC Toulouse,Oliver Zandén,20.0,Left-Back,Elfsborg,Summer,1.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
AC Ajaccio,Fernand Mayembo,26.0,Centre-Back,AC Le Havre,Summer,0.3,Ligue 1,2022,0.0,0.0,,0.0,0.0
AJ Auxerre,Nuno Da Costa,31.0,Centre-Forward,Nottm Forest,Summer,2.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
AJ Auxerre,Rayan Raveloson,25.0,Defensive Midfield,Los Angeles,Summer,1.75,Ligue 1,2022,0.0,0.0,,0.0,0.0
Olympique Marseille,Vitinha,22.0,Centre-Forward,SC Braga,Winter,32.0,Ligue 1,2022,0.0,0.0,Liga Nos,0.0,0.0
Olympique Marseille,Azzedine Ounahi,22.0,Central Midfield,Angers SCO,Winter,8.0,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
Stade Rennais FC,Ibrahim Salah,21.0,Left Winger,KAA Gent,Winter,3.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
OGC Nice,Youssouf Ndayishimiye,24.0,Centre-Back,Basaksehir,Winter,11.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
RC Strasbourg Alsace,Eduard Sobol,27.0,Left-Back,Club Brugge,Winter,2.5,Ligue 1,2022,0.0,0.1040459346730163,,0.0,0.3617993723874599
RC Lens,Adrien Thomasson,29.0,Attacking Midfield,R. Strasbourg,Winter,3.9,Ligue 1,2022,0.0,0.0841549998091139,,0.0,0.2210035892475844
RC Lens,Julien Le Cardinal,25.0,Right-Back,Paris FC,Winter,2.3,Ligue 1,2022,0.0,0.0,,0.0,0.0
Olympique Lyon,Amin Sarr,21.0,Centre-Forward,Heerenveen,Winter,11.0,Ligue 1,2022,0.0,0.0,Eredivisie,0.0,0.0
Olympique Lyon,Jeffinho,23.0,Left Winger,Botafogo,Winter,10.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
Olympique Lyon,Dejan Lovren,33.0,Centre-Back,Zenit S-Pb,Winter,2.0,Ligue 1,2022,0.0,0.0,,0.0,0.0
FC Nantes,Florent Mollet,31.0,Attacking Midfield,FC Schalke 04,Winter,1.5,Ligue 1,2022,0.1366342142135826,0.2349476078359774,1 Bundesliga,0.0,0.357456593200263
FC Nantes,Jaouen Hadjam,19.0,Left-Back,Paris FC,Winter,0.3,Ligue 1,2022,0.1366342142135826,0.0,,0.0,0.0
Montpellier HSC,Kiki Kouyaté,25.0,Centre-Back,FC Metz,Winter,6.0,Ligue 1,2022,0.0,0.0,Ligue 1,0.0,0.0
Montpellier HSC,Benjamin Lecomte,31.0,Goalkeeper,Monaco,Winter,2.0,Ligue 1,2022,0.0,0.2091499497585124,,0.0,0.0
ESTAC Troyes,Alexis Tibidi,19.0,Left Winger,VfB Stuttgart,Winter,2.6,Ligue 1,2022,0.0,0.2642947999182224,1 Bundesliga,0.0,0.2464332685252073
FC Lorient,Jean-Victor Makengo,24.0,Central Midfield,Udinese Calcio,Winter,11.0,Ligue 1,2022,0.0,0.0,Serie A,0.0,0.0
FC Lorient,Bamba Dieng,22.0,Centre-Forward,Marseille,Winter,7.0,Ligue 1,2022,0.0,0.2302970034533497,,0.0,0.3946615047414129
FC Lorient,Joel Mugisha Mvuka,20.0,Right Winger,Bodø/Glimt,Winter,5.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
FC Toulouse,Saïd Hamulic,22.0,Centre-Forward,Stal Mielec,Winter,2.5,Ligue 1,2022,0.0,0.0,,0.0,0.0
FC Toulouse,Warren Kamanzi,22.0,Right-Back,Tromsø IL,Winter,0.6,Ligue 1,2022,0.0,0.0,,0.0,0.0
FC Porto,David Carmo,22.0,Centre-Back,SC Braga,Summer,20.0,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
FC Porto,Gabriel Veron,19.0,Right Winger,Palmeiras,Summer,10.5,Liga Nos,2022,0.0,0.0,,0.0,0.0
FC Porto,Marko Grujic,26.0,Central Midfield,Liverpool,Summer,9.0,Liga Nos,2022,0.0,0.7500363328132466,Premier League,0.0,0.7896278731118712
FC Porto,André Franco,24.0,Attacking Midfield,Estoril Praia,Summer,4.0,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
FC Porto,Stephen Eustaquio,25.0,Defensive Midfield,Paços Ferreira,Summer,3.5,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
FC Porto,Samuel,28.0,Goalkeeper,Portimonense,Summer,1.0,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
Sporting CP,Rúben Vinagre,23.0,Left-Back,Wolves,Summer,10.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
Sporting CP,Jeremiah St. Juste,25.0,Centre-Back,1.FSV Mainz 05,Summer,9.5,Liga Nos,2022,0.0,0.0,1 Bundesliga,0.0,0.0
Sporting CP,Pedro Porro,22.0,Right-Back,Man City,Summer,8.5,Liga Nos,2022,0.0,0.0,,0.0,0.0
Sporting CP,Sotiris Alexandropoulos,20.0,Central Midfield,Panathinaikos,Summer,4.5,Liga Nos,2022,0.0,0.0,,0.0,0.0545088976444027
Sporting CP,Arthur Gomes,24.0,Left Winger,Estoril Praia,Summer,4.0,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
Sporting CP,Hidemasa Morita,27.0,Defensive Midfield,Santa Clara,Summer,3.8,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
Sporting CP,Rochinha,27.0,Left Winger,Vit. Guimarães,Summer,2.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
Sporting CP,Franco Israel,22.0,Goalkeeper,Juve Next Gen,Summer,0.65,Liga Nos,2022,0.0,0.0,,0.0,0.0
SL Benfica,David Neres,25.0,Right Winger,Shakhtar D.,Summer,15.3,Liga Nos,2022,0.0,0.0,,0.0,0.0
SL Benfica,Fredrik Aursnes,26.0,Defensive Midfield,Feyenoord,Summer,13.0,Liga Nos,2022,0.0,0.2477962280078978,,0.0,0.4755228705141121
SL Benfica,Enzo Fernández,21.0,Central Midfield,River Plate,Summer,12.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
SL Benfica,João Victor,23.0,Centre-Back,Corinthians,Summer,9.5,Liga Nos,2022,0.0,0.0,,0.0,0.0
SL Benfica,Alexander Bah,24.0,Right-Back,Slavia Prague,Summer,8.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
SL Benfica,Petar Musa,24.0,Centre-Forward,Boavista,Summer,5.5,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
SC Braga,Simon Banza,25.0,Centre-Forward,Lens,Summer,3.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
SC Braga,Serdar Saatci,19.0,Centre-Back,Besiktas,Summer,1.5,Liga Nos,2022,0.0,0.0,,0.0,0.352613911247977
Gil Vicente FC,Kanya Fujimoto,23.0,Attacking Midfield,Tokyo Verdy,Summer,0.6,Liga Nos,2022,0.0,0.0,,0.0,0.0
Gil Vicente FC,Juan Manuel Boselli,22.0,Right Winger,Tondela,Summer,0.05,Liga Nos,2022,0.0,0.0,Liga Nos,0.0,0.0
Vitória Guimarães SC,André Silva,25.0,Centre-Forward,Arouca,Summer,1.0,Liga Nos,2022,0.0,0.0,,0.0,0.0
Vitória Guimarães SC,Alisson Safira,27.0,Centre-Forward,B SAD,Summer,0.35,Liga Nos,2022,0.0,0.0,,0.0,0.0
Vitória Guimarães SC,Matheus Índio,22.0,Defensive Midfield,Trofense,Summer,0.25,Liga Nos,2022,0.0,0.0,,0.0,0.0
Vitória Guimarães SC,Jota Silva,22.0,Left Winger,Casa Pia,Summer,0.19,Liga Nos,2022,0.0,0.0,,0.0,0.0
CD Santa Clara,Rildo,22.0,Attacking Midfield,Grêmio,Summer,1.25,Liga Nos,2022,0.0,0.0,,0.0,0.0
