club_name,age,player_name,position,club_involved_name,season,Valore Reale,Valore Predetto,Differenza
Manchester United,22.0,Victor Lindelöf,Centre-Back,Benfica,5,35.0,26.76100399089465,-8.23899600910535
Stade Reims,29.0,Junya Ito,Right Winger,KRC Genk,10,10.0,5.259593324031362,-4.740406675968638
1. FC Köln,29.0,Sebastian Andersson,Centre-Forward,Union Berlin,8,6.5,3.941752726455288,-2.558247273544712
Moreirense FC,22.0,Luiz Henrique,Attacking Midfield,Náutico,7,0.25,3.604970471968484,3.354970471968484
PSV Eindhoven,28.0,Eloy Room,Goalkeeper,Vitesse,5,0.4,4.254963832253811,3.854963832253811
Dinamo Moscow,27.0,Abdul-Aziz Tetteh,Defensive Midfield,Lech Poznan,5,0.8,3.16011969392422,2.3601196939242204
AS Roma,25.0,Marquinho,Attacking Midfield,Fluminense,0,3.5,3.970932011097507,0.4709320110975068
Aston Villa,21.0,Ezri Konsa,Centre-Back,Brentford,7,13.3,9.067064589165277,-4.232935410834724
FC Groningen,20.0,Alexander Sörloth,Centre-Forward,Rosenborg,3,0.55,1.100537228803864,0.5505372288038639
Borussia Dortmund,29.0,Axel Witsel,Defensive Midfield,TJ Tianhai,6,20.0,14.088937841455396,-5.911062158544604
SC Braga,21.0,Galeno,Left Midfield,FC Porto,7,3.5,4.460808372287358,0.9608083722873584
SSC Napoli,21.0,Victor Osimhen,Centre-Forward,LOSC Lille,8,75.0,12.38036517890858,-62.619634821091424
SSC Napoli,19.0,Igor Lasicki,Centre-Back,Lubin II,1,0.25,5.328256388464417,5.078256388464417
AZ Alkmaar,26.0,Stijn Wuytens,Centre-Back,Willem II,3,0.5,1.3142826033895574,0.8142826033895574
Villarreal CF,28.0,Gerónimo Rulli,Goalkeeper,Real Sociedad,8,5.0,7.913042363664646,2.913042363664646
Inter Milan,27.0,Joaquín Correa,Second Striker,Lazio,10,23.6,8.067647618709591,-15.53235238129041
Manchester City,24.0,Zack Steffen,Goalkeeper,Columbus Crew,7,6.82,18.43113832679333,11.61113832679333
Real Betis Balompié,21.0,Nosa Igiebor,Central Midfield,Hapoel Tel Aviv,0,1.1,2.690310383574211,1.5903103835742107
West Ham United,23.0,Pedro Obiang,Central Midfield,Sampdoria,3,6.0,10.552646582523655,4.552646582523655
Everton FC,20.0,Henry Onyekuru,Left Winger,KAS Eupen,5,8.0,11.111423334436884,3.111423334436884
Spartak Moscow,32.0,Aleksandr Samedov,Right Winger,Loko Moscow,4,3.5,1.1782053681880476,-2.3217946318119527
SD Huesca,24.0,Javi Galán,Left-Back,Córdoba CF,6,1.8,2.415400562121558,0.6154005621215581
FK Ufa,25.0,Vladislav Kamilov,Central Midfield,SKA Khabarovsk,8,0.215,2.9072989144345605,2.6922989144345606
Manchester United,36.0,Cristiano Ronaldo,Centre-Forward,Juventus,9,15.0,42.58907181871185,27.58907181871185
Borussia Dortmund,22.0,Nico Schlotterbeck,Centre-Back,SC Freiburg,10,20.0,29.035481301527632,9.035481301527632
FC Porto,22.0,Luis Díaz,Left Winger,Junior FC,7,7.22,3.98746909843112,-3.2325309015688797
Real Sociedad,27.0,Portu,Right Winger,Girona,7,10.0,4.874128035244517,-5.125871964755483
PSV Eindhoven,21.0,Angeliño,Left-Back,Man City U23,6,5.5,4.34691790790082,-1.1530820920991802
Twente Enschede FC,21.0,Hakim Ziyech,Attacking Midfield,Heerenveen,2,3.5,1.5953387870880855,-1.9046612129119145
Spezia Calcio,21.0,Emil Kornvig,Central Midfield,Lyngby BK,9,1.0,3.127048492157692,2.127048492157692
FC Girondins Bordeaux,21.0,Jean Onana,Defensive Midfield,LOSC Lille,9,2.0,5.414782067647296,3.4147820676472964
Celta de Vigo,29.0,Michael Krohn-Dehli,Central Midfield,Bröndby IF,0,1.0,1.4384390579493636,0.43843905794936355
Sevilla FC,22.0,Diogo Figueiras,Right-Back,Paços Ferreira,1,1.0,8.208455086634395,7.208455086634395
Atlético de Madrid,27.0,Geoffrey Kondogbia,Defensive Midfield,Valencia,8,15.0,16.904644243568207,1.9046442435682067
Middlesbrough FC,31.0,Adlène Guédioura,Central Midfield,Watford,4,5.2,4.683182368400415,-0.5168176315995856
ACF Fiorentina,23.0,Igor,Centre-Back,SPAL,9,5.3,5.6003074008734375,0.30030740087343766
Valencia CF,25.0,Lucas Orbán,Centre-Back,G. Bordeaux,2,3.5,4.775773915769387,1.2757739157693866
OGC Nice,19.0,Myziane Maolida,Left Winger,Olympique Lyon,6,10.0,6.472912024622827,-3.5270879753771727
Genoa CFC,19.0,Elia Petrelli,Centre-Forward,Juventus U23,8,8.0,7.370619242080767,-0.6293807579192334
Bayern Munich,23.0,Marc Roca,Defensive Midfield,Espanyol,8,9.0,20.20077153692559,11.20077153692559
Vitória Guimarães SC,23.0,Sebastián Rincón,Right Winger,Tigre,5,1.65,3.1302918936974744,1.4802918936974745
Deportivo de La Coruña,27.0,Raúl Albentosa,Centre-Back,Derby,4,0.8,2.148813206508846,1.348813206508846
Sunderland AFC,24.0,Wahbi Khazri,Centre-Forward,G. Bordeaux,3,11.8,7.194076850260943,-4.605923149739057
AC Milan,31.0,Junior Messias,Right Winger,Crotone,10,4.5,4.137163072332116,-0.36283692766788356
Spartak Moscow,25.0,Jorrit Hendrix,Defensive Midfield,PSV Eindhoven,8,0.5,6.895589563655446,6.395589563655446
FK Krasnodar,28.0,Naldo,Centre-Back,Sporting CP,4,4.5,4.270886181828007,-0.22911381817199317
Villarreal CF,34.0,Javi Fuego,Defensive Midfield,Espanyol,5,1.5,3.4396003299565887,1.9396003299565887
SS Lazio,21.0,Jordan Lukaku,Left-Back,KV Oostende,4,4.0,4.220914403480848,0.22091440348084834
Hertha BSC,22.0,Lukas Klünter,Right-Back,1. FC Köln,6,2.0,1.8283344418265768,-0.17166555817342322
CD Leganés,23.0,José Manuel Arnáiz,Left Winger,Barcelona B,6,5.0,6.900928742314555,1.900928742314555
PEC Zwolle,23.0,Xavier Mous,Goalkeeper,SC Cambuur,7,0.6,2.6196466163765657,2.0196466163765656
Feyenoord Rotterdam,22.0,Mats Wieffer,Central Midfield,Excelsior,10,0.575,4.946515005337962,4.371515005337962
Stade Brestois 29,25.0,Steve Mounié,Centre-Forward,Huddersfield,8,5.0,5.290888142745284,0.29088814274528385
FC Schalke 04,20.0,Hamza Mendyl,Left-Back,LOSC Lille,6,6.0,6.61714550310265,0.61714550310265
Sporting CP,25.0,Nuno Santos,Left Winger,Rio Ave FC,8,3.75,5.11681290854199,1.3668129085419896
FC Nantes,24.0,Lucas Lima,Left-Back,Arouca,4,1.1,2.0667661664132315,0.9667661664132314
FC Empoli,25.0,Guglielmo Vicario,Goalkeeper,Cagliari Calcio,10,8.5,2.1558230919219525,-6.3441769080780475
Spartak Moscow,23.0,Georgiy Dzhikiya,Centre-Back,Amkar Perm,4,2.35,3.757927362443312,1.4079273624433117
US Sassuolo,30.0,Vlad Chiriches,Centre-Back,SSC Napoli,8,9.5,4.173424963128,-5.326575036872
Spezia Calcio,21.0,Raimonds Krollis,Centre-Forward,Valmiera,10,1.5,3.767604901059728,2.267604901059728
Wolverhampton Wanderers,32.0,Craig Dawson,Centre-Back,West Ham,10,3.75,10.413446062609326,6.663446062609326
Udinese Calcio,26.0,Iván Piris,Right-Back,Maldonado,3,3.5,1.0353934087428196,-2.4646065912571804
AS Saint-Étienne,26.0,Gabriel Silva,Left-Back,Udinese Calcio,5,2.5,5.802095232954004,3.302095232954004
Parma FC,20.0,Riccardo Casini,Defensive Midfield,Bologna U19,0,1.0,2.936563958922029,1.936563958922029
Udinese Calcio,23.0,Allan,Defensive Midfield,Granada CF,2,3.0,2.7314416620867825,-0.2685583379132175
AS Monaco,19.0,Borja López,Centre-Back,Sporting Gijón,1,2.2,5.792362942383575,3.5923629423835752
Burnley FC,25.0,Ben Gibson,Centre-Back,Middlesbrough,6,16.9,8.855762539381844,-8.044237460618154
Sevilla FC,19.0,Jairo Samperio,Left Winger,Racing,1,2.2,5.337470118544431,3.1374701185444307
Torino FC,33.0,Etrit Berisha,Goalkeeper,SPAL,10,0.3,3.6498350374418034,3.3498350374418036
Sevilla FC,28.0,Luuk de Jong,Centre-Forward,PSV Eindhoven,7,12.5,12.276446738299242,-0.22355326170075784
AS Roma,19.0,Gianluca Caprari,Second Striker,Pescara,1,2.0,4.633743725478458,2.6337437254784577
FC Groningen,23.0,Daleho Irandust,Attacking Midfield,Häcken,9,0.4,2.4443647209686383,2.0443647209686384
SC Braga,27.0,Cristian Borja,Left-Back,Sporting CP,8,3.0,3.637760640313713,0.6377606403137128
Hellas Verona,20.0,Matteo Bianchetti,Centre-Back,Inter,1,1.6,3.5511184111651044,1.9511184111651043
AS Roma,24.0,Pau López,Goalkeeper,Real Betis,7,23.5,9.445659811963754,-14.054340188036246
Celta de Vigo,19.0,Fran Beltrán,Central Midfield,Rayo Vallecano,6,8.0,2.7005173079235285,-5.299482692076472
Watford FC,22.0,Maduka Okoye,Goalkeeper,Sparta R.,9,5.0,9.287072254231276,4.287072254231276
Burnley FC,24.0,Josh Brownhill,Central Midfield,Bristol City,7,10.0,11.775810145341389,1.7758101453413886
Eintracht Braunschweig,20.0,Salim Khelifi,Right Midfield,Lausanne-Sport,1,0.25,0.2027736800775483,-0.04722631992245169
West Ham United,33.0,José Fonte,Centre-Back,Southampton,4,9.2,12.451535632572156,3.251535632572157
FK Ufa,24.0,Haris Handzic,Centre-Forward,B. Banja Luka,2,0.05,1.886663488639161,1.8366634886391608
Olympique Lyon,27.0,Thiago Mendes,Defensive Midfield,LOSC Lille,7,22.0,8.347330577090474,-13.652669422909526
Angers SCO,24.0,Elhadji Pape Diaw,Centre-Back,Korona Kielce,6,0.05,3.3778127869583368,3.327812786958337
AS Monaco,21.0,Krépin Diatta,Right Winger,Club Brugge,8,16.7,9.258325753845908,-7.441674246154092
Bologna FC 1909,20.0,Takehiro Tomiyasu,Right-Back,Sint-Truiden,7,7.0,1.959902666608282,-5.040097333391718
FK Orenburg,28.0,Michal Duris,Centre-Forward,Viktoria Plzen,4,0.6,2.388545860804717,1.788545860804717
Sporting CP,21.0,Raphinha,Right Winger,Vit. Guimarães,6,6.5,3.3133407965321595,-3.1866592034678405
Wolverhampton Wanderers,21.0,Bendegúz Bolla,Right-Back,Fehérvár,9,2.0,10.356282894653798,8.356282894653798
SSC Napoli,24.0,Raffaele Maiello,Defensive Midfield,Crotone,3,1.5,5.153700726865617,3.653700726865617
Real Madrid,22.0,Álvaro Odriozola,Right-Back,Real Sociedad,6,32.0,15.771578198699686,-16.228421801300314
ESTAC Troyes,18.0,Metinho,Central Midfield,Fluminense,9,5.0,2.7951277013547213,-2.2048722986452787
Leicester City,22.0,Patson Daka,Centre-Forward,RB Salzburg,9,30.0,15.002548798244709,-14.997451201755291
TSG 1899 Hoffenheim,23.0,Kasim Adams,Centre-Back,BSC Young Boys,6,8.0,3.137027957170108,-4.862972042829892
SV Werder Bremen,29.0,Jérôme Gondorf,Central Midfield,Darmstadt 98,5,1.2,2.257775507306473,1.057775507306473
Atlético de Madrid,24.0,Nicolás Ibáñez,Centre-Forward,San Luis,7,0.9,21.30318650938021,20.403186509380212
Liverpool FC,23.0,Darwin Núñez,Centre-Forward,Benfica,10,75.0,36.53750308869043,-38.46249691130957
Akhmat Grozny,25.0,Darko Todorovic,Right-Back,RB Salzburg,10,0.4,1.795436936249281,1.395436936249281
Dijon FCO,29.0,Wesley Lautoa,Centre-Back,FC Lorient,5,1.5,3.716988185759148,2.216988185759148
Real Betis Balompié,24.0,Alin Tosca,Centre-Back,Steaua Bucharest,4,1.0,4.029542882472151,3.0295428824721506
Udinese Calcio,19.0,Lucas Evangelista,Central Midfield,São Paulo,2,4.0,1.043776459105723,-2.956223540894277
AZ Alkmaar,22.0,Guus Hupperts,Right Winger,Roda JC,2,1.0,1.7373489654506509,0.7373489654506509
LOSC Lille,28.0,Éder,Centre-Forward,Swansea,4,4.5,7.313407640956769,2.813407640956769
Atlético de Madrid,32.0,Cata Díaz,Centre-Back,Getafe,0,1.0,-0.8789574711251377,-1.8789574711251378
Sheffield United,23.0,Oliver McBurnie,Centre-Forward,Swansea,7,19.1,10.944967391838125,-8.155032608161877
Hamburger SV,20.0,Luca Waldschmidt,Second Striker,E. Frankfurt,4,1.3,2.9641792564713985,1.6641792564713984
Rubin Kazan,22.0,Ilya Samoshnikov,Left-Back,Torpedo Moscow,7,0.05,4.184276311730319,4.13427631173032
Genoa CFC,19.0,Simone Tascone,Central Midfield,Ternana,4,0.1,1.5065903558985356,1.4065903558985355
SpVgg Greuther Fürth,23.0,Zoltán Stieber,Attacking Midfield,1.FSV Mainz 05,0,0.9,2.3914843696758368,1.4914843696758369
Juventus FC,23.0,Rolando Mandragora,Defensive Midfield,Udinese Calcio,8,15.0,18.09672601438067,3.096726014380671
AS Monaco,26.0,João Moutinho,Central Midfield,FC Porto,1,25.0,7.059774696434808,-17.940225303565192
Torino FC,23.0,Salvador Ichazo,Goalkeeper,Danubio FC,3,1.2,2.825767806855392,1.6257678068553922
Inter Milan,17.0,Eddie Salcedo,Centre-Forward,Genoa,7,10.0,4.275794018274556,-5.724205981725444
Crystal Palace,27.0,Mamadou Sakho,Centre-Back,Liverpool,5,28.2,11.2236257268564,-16.9763742731436
Aston Villa,23.0,Kortney Hause,Centre-Back,Wolves,7,3.4,8.988489969299001,5.588489969299001
Juventus FC,18.0,Andrés Tello,Central Midfield,Envigado,3,1.6,5.571237632241196,3.971237632241196
Southampton FC,18.0,Juan Larios,Left-Back,Man City U21,10,7.0,8.24967526780731,1.2496752678073104
AS Roma,27.0,Diego Perotti,Left Winger,Genoa,4,9.0,8.50811620026146,-0.4918837997385399
Real Valladolid CF,29.0,Iván Sánchez,Right Winger,Birmingham,10,0.1,6.278865225179321,6.1788652251793215
Stade Rennais FC,26.0,Birger Meling,Left-Back,Nîmes Olympique,9,3.0,4.068786824565827,1.0687868245658274
Vitória Guimarães SC,23.0,Denis Will Poha,Central Midfield,Stade Rennais,8,0.3,4.282387865037139,3.982387865037139
AC Milan,21.0,Yacine Adli,Attacking Midfield,G. Bordeaux,9,8.0,11.657429084444688,3.657429084444688
Juventus FC,21.0,Alberto Gallinetta,Goalkeeper,Parma,1,1.78,4.918951248480635,3.138951248480635
FC Toulouse,26.0,Gen Shoji,Centre-Back,Kashima Antlers,6,3.0,3.3430454747282843,0.3430454747282843
FK Rostov,21.0,Aleksandr Saplinov,Attacking Midfield,Baltika,7,0.085,2.5079086273128195,2.4229086273128195
Krylya Sovetov Samara,20.0,Nikita Pershin,Defensive Midfield,Chertanovo,9,0.023,3.061188347548919,3.038188347548919
Boavista FC,24.0,Yusupha Njie,Centre-Forward,FUS Rabat,6,0.4,2.9472213486448724,2.5472213486448725
Valenciennes FC,27.0,Anthony Le Tallec,Centre-Forward,AJ Auxerre,0,0.5,3.469438051961157,2.969438051961157
Angers SCO,22.0,Kevin Bemanga,Right Winger,Paris FC B,8,0.25,5.939544396997805,5.689544396997805
Manchester City,21.0,Ko Itakura,Defensive Midfield,Kawasaki Front.,6,1.1,17.594209707367323,16.49420970736732
Manchester United,21.0,Memphis Depay,Centre-Forward,PSV Eindhoven,3,34.0,29.973064391192764,-4.026935608807236
FK Orenburg,22.0,Andrea Chukanov,Attacking Midfield,Tyumen,6,0.07,2.813279326168101,2.743279326168101
CSKA Moscow,21.0,Ilya Agapov,Centre-Back,Pari NN,10,1.3,3.1501411653290234,1.8501411653290234
Dijon FCO,21.0,Alexandru Dobre,Left Winger,Bournemouth U21,8,1.0,4.496516838468451,3.496516838468451
SV Werder Bremen,25.0,Santiago García,Centre-Back,Rangers Talca,2,1.5,2.868531334783825,1.368531334783825
Swansea City,24.0,Tom Carroll,Central Midfield,Spurs,4,5.2,11.102569373905112,5.902569373905112
Málaga CF,20.0,Emanuel Cecchini,Central Midfield,Banfield,5,4.6,2.582132467213636,-2.0178675327863638
CSKA Moscow,27.0,Willyan Rocha,Centre-Back,Portimonense,10,2.0,4.15922086898142,2.1592208689814196
RB Leipzig,20.0,Nordi Mukiele,Right-Back,Montpellier,6,16.0,8.731274959369545,-7.268725040630455
Valencia CF,21.0,André Gomes,Central Midfield,Benfica,3,20.0,6.159172705501251,-13.840827294498748
Paris Saint-Germain,21.0,Thilo Kehrer,Centre-Back,FC Schalke 04,6,37.0,43.45761865099624,6.457618650996238
Fulham FC,26.0,Elsad Zverotic,Defensive Midfield,BSC Young Boys,1,0.4,5.521265306879357,5.121265306879357
Eintracht Frankfurt,24.0,Ajdin Hrustic,Central Midfield,FC Groningen,8,1.0,4.259871470808807,3.2598714708088066
AS Roma,21.0,Marash Kumbulla,Centre-Back,Hellas Verona,9,26.5,10.17979671393398,-16.320203286066018
Hertha BSC,22.0,Pascal Köpke,Centre-Forward,Erzgebirge Aue,6,2.0,3.5155438488021,1.5155438488020998
FK Rostov,28.0,Denis Terentjev,Right-Back,Zenit S-Pb,8,0.3,2.6162050037810776,2.3162050037810777
SC Braga,22.0,Zé Carlos,Right-Back,Leixões,8,0.1,2.589528746100594,2.4895287461005937
Bologna FC 1909,24.0,Filip Helander,Centre-Back,Hellas Verona,5,2.0,3.2133362100674256,1.2133362100674256
Bayer 04 Leverkusen,21.0,Josip Drmic,Centre-Forward,1.FC Nuremberg,2,6.8,6.731025641781195,-0.06897435821880471
RCD Mallorca,20.0,Matthew Hoppe,Centre-Forward,FC Schalke 04,9,3.5,5.5141687538342685,2.0141687538342685
Willem II Tilburg,33.0,Robbin Ruiter,Goalkeeper,PSV Eindhoven,8,0.2,2.3954624874972943,2.195462487497294
AS Saint-Étienne,26.0,Mevlüt Erdinc,Centre-Forward,Stade Rennais,1,4.5,4.2157487910144,-0.28425120898559975
SS Lazio,23.0,Luis Alberto,Central Midfield,Liverpool,4,4.0,7.923202451871405,3.923202451871405
SV Werder Bremen,22.0,Luca Caldirola,Centre-Back,Inter,1,2.25,3.598359489684726,1.348359489684726
Krylya Sovetov Samara,23.0,Roman Evgenjev,Centre-Back,Dynamo Moscow,10,0.025,4.271789271673849,4.2467892716738485
Nottingham Forest,19.0,Brandon Aguilera,Attacking Midfield,LD Alajuelense,10,0.95,6.502186026543525,5.5521860265435246
RC Strasbourg Alsace,20.0,Ibrahima Sissoko,Defensive Midfield,Stade Brestois,6,2.0,4.694022825266788,2.6940228252667877
SC Freiburg,23.0,Philipp Zulechner,Centre-Forward,Grödig,1,0.7,3.275652433921253,2.5756524339212534
OGC Nice,19.0,Lucas Da Cunha,Left Winger,Stade Rennais,8,1.0,4.742185338297289,3.742185338297289
Inter Milan,25.0,Matías Vecino,Central Midfield,Fiorentina,5,24.0,7.535842296097674,-16.464157703902327
FK Ufa,19.0,Kirill Folmer,Central Midfield,Spartak 2,7,0.1,3.2044407350327564,3.1044407350327563
Manchester City,22.0,Pablo Marí,Centre-Back,Gimnàstic,4,0.2,18.2726952505795,18.0726952505795
Tottenham Hotspur,25.0,Mousa Dembélé,Central Midfield,Fulham,0,19.0,11.657047972500052,-7.342952027499948
FC Famalicão,24.0,Heriberto Tavares,Right Winger,Stade Brestois,9,1.2,3.321039698711943,2.121039698711943
1.FSV Mainz 05,24.0,Christian Clemens,Right Winger,FC Schalke 04,4,2.0,3.3909479973667507,1.3909479973667507
RCD Espanyol Barcelona,26.0,Edu Expósito,Central Midfield,SD Eibar,10,4.5,6.296174352865023,1.7961743528650231
AS Nancy-Lorraine,22.0,Yohan Mollo,Right Winger,Granada CF,0,2.0,3.91105756443951,1.9110575644395098
SS Lazio,29.0,Marco Parolo,Central Midfield,Parma,2,4.5,2.359727242053516,-2.140272757946484
Real Valladolid CF,19.0,Stiven Plaza,Centre-Forward,Independiente,6,2.0,6.619245513924776,4.619245513924776
Krylya Sovetov Samara,18.0,Artem Sokolov,Attacking Midfield,Khimki,9,0.058,2.4746156658735563,2.4166156658735565
VfB Stuttgart,19.0,Naouirou Ahamada,Defensive Midfield,Juventus U23,9,1.5,6.454763669387145,4.954763669387145
Juventus FC,19.0,Mohamed Ihattaren,Attacking Midfield,PSV Eindhoven,9,1.9,29.321293826202638,27.42129382620264
Udinese Calcio,27.0,Bram Nuytinck,Centre-Back,RSC Anderlecht,5,3.0,3.9367062690287873,0.9367062690287873
SSC Napoli,23.0,Manolo Gabbiadini,Centre-Forward,Sampdoria,2,12.5,6.527051757037186,-5.972948242962814
RC Strasbourg Alsace,28.0,Jean-Eudes Aholou,Defensive Midfield,Monaco,10,3.0,8.647444412862662,5.6474444128626615
US Palermo,33.0,Alessandro Gazzi,Defensive Midfield,Torino,4,0.7,2.525463732241354,1.825463732241354
US Sassuolo,20.0,Pol Lirola,Right-Back,Juventus,5,7.0,5.201657277580209,-1.7983427224197914
RB Leipzig,20.0,Hannes Wolf,Attacking Midfield,RB Salzburg,7,12.0,6.729617155735756,-5.270382844264244
Parma FC,21.0,Francesco Finocchio,Right Midfield,Bologna,1,1.0,2.4524535429642267,1.4524535429642267
ACF Fiorentina,20.0,Rafal Wolski,Attacking Midfield,Legia Warszawa,0,2.7,3.0525172750113825,0.3525172750113823
SL Benfica,19.0,Hany Mukhtar,Attacking Midfield,Hertha BSC,2,0.5,1.3433081645926823,0.8433081645926823
VfL Wolfsburg,20.0,Micky van de Ven,Centre-Back,FC Volendam,9,3.5,6.211479253795295,2.7114792537952948
FC Lorient,21.0,Jimmy Cabot,Right Midfield,Troyes,3,1.8,1.7180299432717032,-0.08197005672829683
Chievo Verona,25.0,Alejandro Rodríguez,Centre-Forward,Cesena,5,0.5,3.288053061275162,2.788053061275162
Udinese Calcio,22.0,Jean-Victor Makengo,Central Midfield,OGC Nice,8,3.5,5.528715257644689,2.0287152576446887
Bayer 04 Leverkusen,20.0,Jeremie Frimpong,Right-Back,Celtic,8,11.0,9.251901859328008,-1.748098140671992
SD Huesca,26.0,Serdar Gürler,Right Winger,Osmanlispor,6,2.5,2.991191039730336,0.49119103973033607
CD Leganés,25.0,Jonathan Silva,Left-Back,Sporting CP,7,2.7,4.133545265371294,1.4335452653712935
Genoa CFC,23.0,Francesco Cassata,Central Midfield,Sassuolo,8,7.0,5.802250680681347,-1.1977493193186532
Hannover 96,28.0,Mevlüt Erdinc,Centre-Forward,Saint-Étienne,3,3.3,3.793120827645556,0.4931208276455563
Granada CF,25.0,Luis Milla,Central Midfield,CD Tenerife,8,5.0,2.914680087148424,-2.085319912851576
VfB Stuttgart,23.0,Erik Thommy,Left Midfield,FC Augsburg,5,0.5,4.043436962908751,3.5434369629087508
Real Madrid,23.0,Lucas Torró,Defensive Midfield,CA Osasuna,6,1.75,15.948586489735904,14.198586489735904
Fortuna Düsseldorf,30.0,Stefan Reisinger,Centre-Forward,SC Freiburg,0,0.2,1.5644775925392045,1.3644775925392045
CA Osasuna,29.0,Ante Budimir,Centre-Forward,RCD Mallorca,9,8.0,2.668834997648728,-5.3311650023512716
Málaga CF,24.0,Keko Gontán,Right Winger,SD Eibar,4,5.0,2.81172459903686,-2.18827540096314
FC Évian Thonon Gaillard,23.0,Daniel Wass,Central Midfield,Benfica,0,1.2,2.6470161925230453,1.4470161925230454
FC Toulouse,24.0,Wesley Saïd,Left Winger,Dijon,7,8.0,4.231356436834988,-3.7686435631650124
Wolverhampton Wanderers,24.0,Leander Dendoncker,Defensive Midfield,RSC Anderlecht,7,13.8,12.400809502815775,-1.3991904971842253
FK Rostov,21.0,Sardar Azmoun,Centre-Forward,Rubin Kazan,4,2.3,4.969501286927447,2.6695012869274475
Sporting CP,25.0,Luiz Phellype,Centre-Forward,Paços Ferreira,6,0.5,4.309862006730403,3.8098620067304028
FC Nizhniy Novgorod,21.0,Timur Suleymanov,Centre-Forward,Loko-Kazanka M.,9,0.172,4.764239074021893,4.592239074021894
ACF Fiorentina,28.0,Antonin Barak,Attacking Midfield,Hellas Verona,10,8.5,8.558894319383464,0.05889431938346412
Málaga CF,23.0,Michael Santos,Centre-Forward,River Plate,4,4.0,3.028204645931366,-0.9717953540686342
UC Sampdoria,26.0,Andrea Costa,Centre-Back,Reggina,0,1.1,2.25457701604962,1.15457701604962
Sevilla FC,24.0,Óliver Torres,Central Midfield,FC Porto,7,11.0,11.793874943209747,0.7938749432097474
ACF Fiorentina,25.0,Nenad Tomović,Centre-Back,Genoa,0,4.2,3.514742419629705,-0.6852575803702954
US Salernitana 1919,23.0,Reda Boultam,Attacking Midfield,Triestina,9,0.2,3.562394533469013,3.3623945334690126
Stade Rennais FC,27.0,Alfred Gomis,Goalkeeper,Dijon,8,10.0,4.009761840881701,-5.990238159118299
Everton FC,27.0,Gylfi Sigurdsson,Attacking Midfield,Swansea,5,49.4,13.644334650222651,-35.755665349777345
RB Leipzig,19.0,Josko Gvardiol,Centre-Back,Dinamo Zagreb,9,18.8,6.119174667260956,-12.680825332739044
Vitória Guimarães SC,26.0,Paolo Hurtado,Attacking Midfield,Reading,5,0.5,3.672963785425345,3.172963785425345
Hamburger SV,29.0,Valon Behrami,Defensive Midfield,SSC Napoli,2,6.0,3.0359387445790125,-2.9640612554209875
Dijon FCO,25.0,Naïm Sliti,Left Winger,LOSC Lille,6,2.0,5.300926612112235,3.300926612112235
Paris Saint-Germain,20.0,Nuno Mendes,Left-Back,Sporting CP,10,38.0,26.77722075743541,-11.222779242564592
FC Metz,23.0,Fakhreddine Ben Youssef,Centre-Forward,CS Sfaxien,2,1.2,2.0782786473530743,0.8782786473530744
Celta de Vigo,26.0,Javi Galán,Left-Back,SD Huesca,9,4.0,2.28933244222012,-1.71066755777988
Parma FC,19.0,Mory Koné,Centre-Back,Le Mans FC,1,0.5,2.387325082549426,1.887325082549426
SL Benfica,25.0,Ljubomir Fejsa,Defensive Midfield,Olympiacos,1,4.5,2.2481777003613828,-2.2518222996386172
Sevilla FC,26.0,Carlos Bacca,Centre-Forward,Club Brugge,1,10.0,7.570956804682874,-2.429043195317126
Feyenoord Rotterdam,20.0,Patrik Walemark,Right Winger,Häcken,9,3.25,4.98430817182894,1.73430817182894
Southampton FC,26.0,Guido Carrillo,Centre-Forward,Monaco,5,22.0,12.828545143878609,-9.171454856121391
Newcastle United,20.0,Chancel Mbemba,Centre-Back,RSC Anderlecht,3,12.0,6.148969051944305,-5.851030948055695
Torino FC,25.0,Gianluca Sansone,Centre-Forward,Sassuolo,0,1.6,4.076199770297713,2.4761997702977125
Leeds United,23.0,Tyler Adams,Defensive Midfield,RB Leipzig,10,17.0,13.153307893982648,-3.8466921060173522
Feyenoord Rotterdam,20.0,Marcus Pedersen,Right-Back,Molde,9,1.0,3.780561694873732,2.780561694873732
SC Paderborn 07,31.0,Srdjan Lakic,Centre-Forward,1.FC K'lautern,2,0.35,0.7332801069879867,0.38328010698798676
SC Freiburg,25.0,Chang-hoon Kwon,Right Winger,Dijon,7,2.0,7.4698460170964,5.4698460170964
VfB Stuttgart,29.0,Karim Haggui,Centre-Back,Hannover 96,1,1.0,0.7136559094451881,-0.2863440905548119
Valencia CF,26.0,Aymen Abdennour,Centre-Back,Monaco,3,22.0,6.565303476571893,-15.434696523428107
West Ham United,33.0,Lukasz Fabianski,Goalkeeper,Swansea,6,8.0,9.90359667974091,1.9035966797409092
Paris Saint-Germain,23.0,Jesé,Centre-Forward,Real Madrid,4,25.0,41.41916396610107,16.419163966101067
SC Braga,23.0,Lazar Rosic,Centre-Back,Vojvodina,4,0.75,2.571899998069852,1.8218999980698518
Atlético de Madrid,22.0,Josuha Guilavogui,Defensive Midfield,Saint-Étienne,1,10.0,26.461776736967227,16.461776736967227
Newcastle United,24.0,Emmanuel Rivière,Centre-Forward,Monaco,2,6.32,9.699785106764416,3.379785106764416
Leeds United,24.0,Jack Harrison,Left Winger,Man City,9,12.8,12.213416451827362,-0.5865835481726389
