club_name,age,player_name,position,club_involved_name,season,Valore Reale,Valore Predetto,Differenza
Leicester City,31.0,Gökhan Inler,Defensive Midfield,SSC Napoli,3,7.0,7.083976102172957,0.08397610217295703
FC Barcelona,19.0,Jean-Clair Todibo,Centre-Back,Toulouse,6,1.0,24.031689494572124,23.031689494572124
ACF Fiorentina,27.0,Mounir El Hamdaoui,Centre-Forward,Ajax U21,0,0.8,5.793103824383246,4.993103824383246
Venezia FC,22.0,Michaël Cuisance,Central Midfield,Bayern Munich,9,4.0,6.623486985400039,2.6234869854000387
Juventus FC,19.0,Matheus Pereira,Central Midfield,Empoli,5,2.0,15.84964674709619,13.84964674709619
Montpellier HSC,23.0,Gaëtan Charbonnier,Centre-Forward,Angers SCO,0,1.5,3.255251623347581,1.755251623347581
Bayern Munich,28.0,Arturo Vidal,Central Midfield,Juventus,3,39.25,25.99991755261016,-13.25008244738984
Torino FC,28.0,Ricardo Rodríguez,Centre-Back,AC Milan,8,1.95,7.041552903067941,5.0915529030679405
Cádiz CF,22.0,Tomás Alarcón,Defensive Midfield,O'Higgins,9,2.0,2.905885904944049,0.9058859049440491
AC Milan,21.0,Alexis Saelemaekers,Right Winger,RSC Anderlecht,8,5.25,11.25870282250994,6.008702822509941
Borussia Mönchengladbach,23.0,Álvaro Domínguez,Centre-Back,Atlético Madrid,0,10.0,4.5524320737795225,-5.4475679262204775
Hertha BSC,23.0,Omar Alderete,Centre-Back,FC Basel,8,4.0,3.9142474713078528,-0.08575252869214722
Zenit St. Petersburg,24.0,Claudinho,Attacking Midfield,RB Bragantino,9,12.0,5.914104314216275,-6.085895685783725
Zenit St. Petersburg,26.0,Cristian Ansaldi,Left-Back,Rubin Kazan,1,8.0,5.876561318068992,-2.123438681931008
SV Darmstadt 98,26.0,Mario Vrancic,Central Midfield,SC Paderborn,3,0.5,1.4458612194256395,0.9458612194256395
AS Monaco,24.0,Gelson Martins,Right Winger,Atlético Madrid,7,30.0,19.86597149973537,-10.13402850026463
Wolverhampton Wanderers,18.0,Ki-Jana Hoever,Right-Back,Liverpool U23,8,9.8,16.465195120965625,6.665195120965624
Olympique Lyon,21.0,Amin Sarr,Centre-Forward,Heerenveen,10,11.0,7.473036455378284,-3.526963544621716
CSKA Moscow,19.0,Igor Diveev,Centre-Back,Ufa,7,1.5,2.764066169870776,1.2640661698707758
Atalanta BC,21.0,Marco Varnier,Centre-Back,Cittadella,7,2.25,10.751488709253286,8.501488709253286
Real Betis Balompié,28.0,Sergio León,Centre-Forward,CA Osasuna,5,3.5,5.045669291720412,1.5456692917204116
Montpellier HSC,28.0,Giovanni Sio,Centre-Forward,Stade Rennais,5,2.2,4.561367526582651,2.361367526582651
Juventus FC,19.0,Nazzareno Belfasti,Left-Back,Modena,1,0.76,2.2794424773411377,1.5194424773411377
Crystal Palace,23.0,Jaroslaw Jach,Centre-Back,Zaglebie Lubin,5,2.75,6.1542708589906585,3.4042708589906585
Newcastle United,31.0,Kieran Trippier,Right-Back,Atlético Madrid,9,30.0,9.774867569264616,-20.225132430735385
Newcastle United,27.0,Mathieu Debuchy,Right-Back,LOSC Lille,0,6.2,6.680056885200761,0.48005688520076095
Akhmat Grozny,27.0,Milos Satara,Centre-Back,Soligorsk,10,0.35,2.329905419044582,1.9799054190445817
FC Crotone,24.0,Federico Ceccherini,Centre-Back,AS Livorno,4,0.9,2.1867154816206384,1.2867154816206385
AS Monaco,36.0,Naldo,Centre-Back,FC Schalke 04,6,2.0,11.255865519219878,9.255865519219878
Crystal Palace,26.0,Fraizer Campbell,Centre-Forward,Cardiff,2,1.14,6.206543422787165,5.0665434227871655
Bologna FC 1909,21.0,Ádám Nagy,Defensive Midfield,Ferencváros,4,1.8,2.5016773602592126,0.7016773602592126
Queens Park Rangers,22.0,Jordon Mutch,Central Midfield,Cardiff,2,7.57,7.480459406261595,-0.0895405937384055
Montpellier HSC,27.0,Jordan Ferri,Central Midfield,Olympique Lyon,7,2.0,6.363532141442883,4.363532141442883
TSG 1899 Hoffenheim,24.0,Kevin Vogt,Centre-Back,1. FC Köln,4,3.0,2.773446541859276,-0.22655345814072403
West Ham United,24.0,Diafra Sakho,Centre-Forward,FC Metz,2,5.0,11.05218646348682,6.052186463486819
Olympique Marseille,26.0,Luan Peres,Centre-Back,Santos FC,9,4.5,6.646564289865483,2.1465642898654833
Celta de Vigo,27.0,Franco Cervi,Left Winger,Benfica,9,4.0,6.102621925647727,2.1026219256477274
US Sassuolo,20.0,Pietro Cianci,Centre-Forward,Andria,4,0.02,3.806281880499928,3.786281880499928
Real Sociedad,24.0,Willian José,Centre-Forward,Maldonado,4,6.0,4.460593206782188,-1.539406793217812
PSV Eindhoven,29.0,Stijn Schaars,Defensive Midfield,Sporting CP,1,0.85,3.8177122221885,2.9677122221884997
Paris Saint-Germain,24.0,Renato Sanches,Central Midfield,LOSC Lille,10,15.0,38.257935303379206,23.257935303379206
FC Porto,25.0,Fernando Andrade,Second Striker,Santa Clara,6,1.5,3.509423158331552,2.009423158331552
Levante UD,29.0,Mitchell Langerak,Goalkeeper,VfB Stuttgart,5,0.6,4.454446149514421,3.854446149514421
Crystal Palace,23.0,Barry Bannan,Central Midfield,Aston Villa,1,2.1,6.182383184406183,4.082383184406183
Nottingham Forest,31.0,Willy Boly,Centre-Back,Wolves,10,2.6,7.840011729117479,5.240011729117478
FC Famalicão,24.0,Enea Mihaj,Centre-Back,PAOK Salonika,10,0.2,2.756990028955762,2.5569900289557617
VfB Stuttgart,20.0,Joshua Kimmich,Defensive Midfield,RB Leipzig,3,1.5,3.4473329978002005,1.9473329978002005
AS Monaco,29.0,Nacer Chadli,Left Winger,West Brom,6,12.0,12.098403238860296,0.09840323886029623
SS Lazio,25.0,Mattia Sprocati,Right Winger,Salernitana,6,3.25,4.978473645841403,1.7284736458414027
Levante UD,24.0,Toño García,Left-Back,Recr. Huelva,2,0.3,1.118703978642223,0.818703978642223
Olympique Marseille,32.0,Steve Mandanda,Goalkeeper,Crystal Palace,5,3.0,1.5280433197979562,-1.4719566802020438
Wigan Athletic,28.0,Arouna Koné,Centre-Forward,Levante,0,3.8,6.067031953208042,2.2670319532080425
Athletic Bilbao,28.0,Yuri Berchiche,Left-Back,Paris SG,6,24.0,6.567394331430042,-17.43260566856996
Real Betis Balompié,20.0,Emerson Royal,Right-Back,Barcelona,6,6.0,6.192243988904135,0.19224398890413497
Manchester City,27.0,Riyad Mahrez,Right Winger,Leicester,6,67.8,36.740255533368114,-31.059744466631884
FK Krasnodar,25.0,Stanislav Kritsyuk,Goalkeeper,SC Braga,4,4.0,2.4010274143145103,-1.5989725856854897
SV Darmstadt 98,22.0,Patrick Banggaard,Centre-Back,FC Midtjylland,4,0.6,3.067912137557345,2.4679121375573447
VfL Wolfsburg,21.0,Kilian Fischer,Right-Back,1.FC Nuremberg,10,2.5,6.958874096622837,4.458874096622837
FK Orenburg,23.0,Kirill Kaplenko,Defensive Midfield,Zenit 2 S-Pb,10,0.2,3.989666255961783,3.789666255961783
Sporting CP,20.0,Jonathan Silva,Left-Back,Estudiantes,2,2.5,0.7699092084439463,-1.7300907915560537
Torino FC,23.0,Davide Zappacosta,Right-Back,Atalanta BC,3,4.3,4.181212368923657,-0.11878763107634249
Leicester City,29.0,Vicente Iborra,Central Midfield,Sevilla FC,5,15.0,16.74538492326546,1.7453849232654584
Reading FC,23.0,Nick Blackman,Centre-Forward,Sheff Utd,0,1.4,6.182064871139935,4.782064871139935
Chelsea FC,27.0,Demba Ba,Centre-Forward,Newcastle,0,8.5,13.062599313190878,4.562599313190878
Udinese Calcio,19.0,Matheus Martins,Left Winger,Fluminense,10,6.0,2.4216045196986045,-3.5783954803013955
Granada CF,17.0,Francisco Sierralta,Centre-Back,U. Católica,2,0.253,0.5896095647671622,0.3366095647671622
Valencia CF,28.0,Denis Cheryshev,Left Winger,Villarreal,7,6.0,11.317740997260149,5.317740997260149
CSKA Moscow,20.0,Ivan Oblyakov,Central Midfield,Ufa,6,4.0,4.103352318564102,0.10335231856410232
TSG 1899 Hoffenheim,21.0,Afriyie Acquah,Central Midfield,US Palermo,0,2.5,1.4681451541608153,-1.0318548458391847
FC Barcelona,21.0,Ferran Torres,Left Winger,Man City,9,55.0,19.23162658660735,-35.76837341339265
AS Saint-Étienne,19.0,Alexandros Katranis,Left-Back,Atromitos Athen,5,0.8,5.189890174721607,4.389890174721607
Genoa CFC,20.0,Kevin Agudelo,Right Winger,Atlético Huila,7,2.5,2.983247302667583,0.483247302667583
Stoke City,24.0,Erik Pieters,Left-Back,PSV Eindhoven,1,3.6,6.788058520408057,3.1880585204080565
West Ham United,25.0,Jordan Hugill,Centre-Forward,Preston,5,10.2,13.21522495121286,3.0152249512128613
Paris Saint-Germain,22.0,Layvin Kurzawa,Left-Back,Monaco,3,25.0,32.86089197848603,7.8608919784860305
Newcastle United,19.0,Ivan Toney,Centre-Forward,Northampton,3,0.36,5.561540144531287,5.201540144531287
Olympique Marseille,19.0,Isaak Touré,Centre-Back,AC Le Havre,10,5.5,5.251160132302977,-0.24883986769702293
Burnley FC,24.0,Nick Pope,Goalkeeper,Charlton,4,1.3,6.2924358005691445,4.992435800569145
Levante UD,26.0,Jesús Fernández,Goalkeeper,Real Madrid,2,0.5,3.887489405832943,3.387489405832943
SD Huesca,26.0,Pablo Insua,Centre-Back,FC Schalke 04,8,1.0,6.642456563648628,5.642456563648628
FK Krasnodar,20.0,Olakunle Olusegun,Left Winger,Botev Plovdiv,10,1.2,3.0959433949769304,1.8959433949769304
Udinese Calcio,21.0,Alexandre Coeff,Centre-Back,Lens,1,1.0,2.968134931278583,1.9681349312785832
Bologna FC 1909,30.0,Sebastien De Maio,Centre-Back,RSC Anderlecht,5,2.0,2.429624762746809,0.42962476274680883
AS Roma,26.0,Radja Nainggolan,Central Midfield,Cagliari Calcio,2,15.0,5.347420814205206,-9.652579185794794
1.FSV Mainz 05,27.0,Jonas Lössl,Goalkeeper,Guingamp,4,2.5,1.805410890198134,-0.694589109801866
AS Roma,30.0,Edin Dzeko,Centre-Forward,Man City,4,11.0,11.518366053085778,0.5183660530857779
Olympique Marseille,21.0,Duje Caleta-Car,Centre-Back,RB Salzburg,6,19.0,5.41887052599273,-13.58112947400727
AS Roma,23.0,Tammy Abraham,Centre-Forward,Chelsea,9,40.0,17.00172892011314,-22.99827107988686
Levante UD,23.0,Erick Cabaco,Centre-Back,Nacional,6,2.0,4.372909135881872,2.372909135881872
Chelsea FC,22.0,César Azpilicueta,Right-Back,Marseille,0,8.8,15.679048896176845,6.879048896176844
West Ham United,31.0,Alou Diarra,Defensive Midfield,Marseille,0,2.5,6.4177045417893614,3.9177045417893614
FC Augsburg,28.0,Nikola Djurdjic,Centre-Forward,Greuther Fürth,2,1.3,1.3538821175007332,0.05388211750073313
SM Caen,26.0,Damien Da Silva,Centre-Back,Clermont Foot,2,0.3,2.399191592035936,2.099191592035936
Arsenal FC,28.0,Mathieu Debuchy,Right-Back,Newcastle,2,15.0,17.797116945143692,2.797116945143692
Tottenham Hotspur,23.0,Sergio Reguilón,Left-Back,Real Madrid,8,30.0,28.334733802438777,-1.6652661975612233
Juventus FC,29.0,Filip Kostic,Left Midfield,E. Frankfurt,10,12.0,24.26412516214015,12.26412516214015
Bayer 04 Leverkusen,24.0,Admir Mehmedi,Second Striker,SC Freiburg,3,8.0,6.733378202690112,-1.266621797309888
ACF Fiorentina,19.0,Marko Bakic,Central Midfield,Torino,1,2.5,5.666018570733329,3.1660185707333293
AS Monaco,22.0,Keita Baldé,Centre-Forward,Lazio,5,30.0,13.343406201555004,-16.656593798444995
Dynamo Moscow,18.0,Milan Majstorovic,Centre-Back,Vojvodina U19,10,1.2,2.274945578363329,1.074945578363329
FC Groningen,20.0,Jörgen Strand Larsen,Centre-Forward,Sarpsborg 08,8,1.1,2.591015843300644,1.491015843300644
Hellas Verona,24.0,Pawel Dawidowicz,Centre-Back,Benfica,7,3.5,5.740565069990836,2.2405650699908364
FC Girondins Bordeaux,24.0,Pablo,Centre-Back,Ponte Preta,3,2.0,1.9187833656604636,-0.08121663433953641
Norwich City,23.0,Leroy Fer,Defensive Midfield,Twente FC,1,5.5,7.159556779595082,1.659556779595082
West Ham United,25.0,Maxwel Cornet,Left Winger,Burnley,10,20.7,20.54798644936939,-0.15201355063060973
Paris Saint-Germain,22.0,Serge Aurier,Right-Back,Toulouse,3,10.0,19.569529143969856,9.569529143969856
Sporting CP,20.0,Idrissa Doumbia,Defensive Midfield,Akhmat Grozny,6,3.8,3.005557088410788,-0.7944429115892118
FC Famalicão,19.0,Manuel Ugarte,Defensive Midfield,CA Fénix,8,4.1,2.171045973634416,-1.9289540263655836
Lokomotiv Moscow,21.0,Lucas Fasson,Centre-Back,Athletico-PR,10,3.0,3.2664906155794657,0.26649061557946574
SL Benfica,30.0,Eliseu,Left-Back,Málaga CF,2,1.2,-0.002011775183303,-1.202011775183303
Stade Rennais FC,27.0,Edouard Mendy,Goalkeeper,Stade Reims,7,7.6,4.855383897059603,-2.7446161029403964
Zenit St. Petersburg,25.0,Mateo Cassierra,Centre-Forward,Sochi,10,4.5,7.362998835556453,2.8629988355564526
Aston Villa,32.0,Robin Olsen,Goalkeeper,AS Roma,10,3.5,8.059074931678232,4.559074931678232
1.FC Union Berlin,28.0,Frederik Rönnow,Goalkeeper,E. Frankfurt,9,1.0,2.5179981720605515,1.5179981720605515
Lokomotiv Moscow,21.0,Wilson Isidor,Centre-Forward,Monaco,9,3.5,8.56036448105201,5.0603644810520105
Ajax Amsterdam,20.0,Mike van der Hoorn,Centre-Back,FC Utrecht,1,3.8,2.8021355711649325,-0.9978644288350673
Leeds United,18.0,Darko Gyabi,Central Midfield,Man City U21,10,5.8,6.502186026543525,0.7021860265435249
Udinese Calcio,30.0,Marco Silvestri,Goalkeeper,Hellas Verona,9,2.5,0.969935635038276,-1.530064364961724
Athletic Bilbao,27.0,Kike Sola,Centre-Forward,CA Osasuna,1,4.0,2.84385743418235,-1.15614256581765
FC Sochi,24.0,Victorien Angban,Central Midfield,FC Metz,9,4.1,4.7888888822544535,0.6888888822544539
Angers SCO,19.0,Ousmane Camara,Centre-Back,Paris FC,10,2.2,5.305725545173055,3.1057255451730548
VfL Wolfsburg,19.0,Kaylen Hinds,Second Striker,Arsenal U23,5,1.5,6.683652910717536,5.183652910717536
Krylya Sovetov Samara,26.0,Glenn Bijl,Right-Back,FC Emmen,9,0.2,3.875014079544571,3.675014079544571
Sevilla FC,31.0,Beto,Goalkeeper,SC Braga,1,2.0,3.772382394763472,1.772382394763472
Leicester City,21.0,James Maddison,Attacking Midfield,Norwich,6,25.0,13.970730716938975,-11.029269283061025
Spartak Moscow,24.0,Fernando,Defensive Midfield,Sampdoria,4,12.5,5.676841854019774,-6.823158145980226
FC Nizhniy Novgorod,20.0,Ibrokhimkhalil Yuldoshev,Left-Back,Pakhtakor,9,0.25,1.971287526638409,1.721287526638409
Inter Milan,34.0,Ashley Young,Left-Back,Man Utd,7,1.7,1.0146836794364362,-0.6853163205635637
Atalanta BC,19.0,Bryan Cabezas,Left Winger,Independiente,4,2.5,4.895656895160143,2.395656895160143
Ajax Amsterdam,21.0,Jay Gorter,Goalkeeper,Go Ahead Eagles,9,1.0,7.462414315504645,6.462414315504645
Zenit St. Petersburg,27.0,Yohan Mollo,Right Winger,KS Samara,4,3.0,4.681530483834203,1.6815304838342033
Akhmat Grozny,22.0,Ismael Silva,Central Midfield,Kalmar FF,5,1.0,2.7398052618688578,1.7398052618688578
SS Lazio,21.0,Fabio Maistro,Central Midfield,Rieti,7,0.18,4.64445634732836,4.46445634732836
Stade Rennais FC,25.0,Ermir Lenjani,Left-Back,FC St. Gallen,2,0.75,3.252668561054369,2.502668561054369
LOSC Lille,25.0,Reinildo Mandava,Left-Back,B SAD,7,3.0,7.353589251980313,4.353589251980313
Cagliari Calcio,18.0,Kwang-song Han,Centre-Forward,ISM Academy,4,0.48,1.8919473969926257,1.4119473969926257
FC Augsburg,24.0,Jeong-ho Hong,Centre-Back,Jeju United,1,2.0,4.159079129818623,2.1590791298186227
AS Monaco,19.0,Thomas Lemar,Attacking Midfield,SM Caen,3,4.0,5.431292290375985,1.4312922903759846
Sheffield United,27.0,Luke Freeman,Attacking Midfield,QPR,7,5.6,7.922252315008493,2.3222523150084937
OGC Nice,21.0,Alexis Beka Beka,Defensive Midfield,Loko Moscow,10,12.0,5.405720774059601,-6.594279225940399
Atalanta BC,20.0,Gianluca Mancini,Centre-Back,Perugia,4,1.9,5.449557787106468,3.5495577871064685
Torino FC,22.0,Perr Schuurs,Centre-Back,Ajax,10,9.0,11.686955212351656,2.6869552123516556
Dynamo Moscow,28.0,Guillermo Varela,Right-Back,FC Copenhagen,9,1.0,1.95941033737835,0.95941033737835
Hull City,26.0,Tom Huddlestone,Defensive Midfield,Spurs,1,5.8,8.742443651107852,2.942443651107852
AS Monaco,16.0,Willem Geubbels,Left Winger,Olympique Lyon,6,20.0,12.739931071125293,-7.260068928874707
Arsenal FC,23.0,Auston Trusty,Centre-Back,Colorado,9,1.82,22.341793532672117,20.521793532672117
Feyenoord Rotterdam,20.0,Neraysho Kasanwirjo,Centre-Back,FC Groningen,10,2.0,6.338877964193406,4.338877964193406
SV Werder Bremen,21.0,Milot Rashica,Right Winger,Vitesse,5,8.1,3.367514677437368,-4.732485322562631
Borussia Dortmund,25.0,André Schürrle,Left Winger,VfL Wolfsburg,4,30.0,25.5139480892354,-4.486051910764601
Chelsea FC,20.0,Noni Madueke,Right Winger,PSV Eindhoven,10,35.0,36.31217517872374,1.3121751787237415
FC Barcelona,21.0,Arthur,Defensive Midfield,Grêmio,6,31.0,17.954650439534625,-13.045349560465375
Spartak Moscow,29.0,Quincy Promes,Left Winger,Ajax,8,8.5,6.786264992991056,-1.7137350070089443
FC Groningen,20.0,Isak Dybvik Määttä,Left-Back,Aalesund,10,1.2,1.1311899940945684,-0.06881000590543151
Bologna FC 1909,21.0,Riccardo Casini,Defensive Midfield,Parma,1,2.0,2.1404505655813484,0.14045056558134839
Real Valladolid CF,28.0,Jawad El Yamiq,Centre-Back,Genoa,8,0.25,6.1115387843919935,5.8615387843919935
UC Sampdoria,20.0,Dawid Kownacki,Centre-Forward,Lech Poznan,5,4.0,3.82194601481546,-0.17805398518453996
AZ Alkmaar,18.0,Milos Kerkez,Left-Back,Milan U19,9,2.0,1.333262988205963,-0.666737011794037
Udinese Calcio,21.0,Cristo González,Centre-Forward,RM Castilla,7,1.5,3.555416944741882,2.055416944741882
Parma FC,18.0,Filip Jankovic,Central Midfield,Red Star U19,1,0.5,0.9858307908258004,0.4858307908258004
Olympique Marseille,22.0,Leonardo Balerdi,Centre-Back,Bor. Dortmund,9,11.0,9.552749326913816,-1.4472506730861845
ACF Fiorentina,18.0,Dušan Vlahović,Centre-Forward,Partizan,6,3.2,4.608468217996768,1.4084682179967682
Levante UD,26.0,Nikola Vukcevic,Defensive Midfield,SC Braga,6,8.9,4.516616996651475,-4.383383003348525
Stoke City,26.0,Michael Kightly,Left Winger,Wolves,0,3.5,6.4028416089846205,2.9028416089846205
Watford FC,27.0,Tom Cleverley,Central Midfield,Everton,5,9.3,9.88918891869552,0.5891889186955197
Chelsea FC,23.0,Kepa Arrizabalaga,Goalkeeper,Athletic,6,80.0,24.08921155803441,-55.91078844196559
AS Saint-Étienne,18.0,Neal Maupay,Centre-Forward,OGC Nice,3,0.6,4.216298433766773,3.6162984337667727
Amiens SC,22.0,Alexis Blin,Defensive Midfield,Toulouse,7,1.65,4.28348456707114,2.63348456707114
Torino FC,22.0,Brian Bayeye,Right Midfield,Catanzaro,10,0.75,6.19946751707179,5.44946751707179
Paris Saint-Germain,24.0,Nordi Mukiele,Right-Back,RB Leipzig,10,12.0,46.14906423536876,34.14906423536876
SS Lazio,28.0,Ivan Provedel,Goalkeeper,Spezia Calcio,10,2.0,3.775770444915557,1.775770444915557
Torino FC,21.0,Bremer,Centre-Back,Atlético-MG,6,5.8,5.564306209197242,-0.23569379080275787
Atalanta BC,23.0,Hans Hateboer,Right-Back,FC Groningen,4,1.04,6.246457927919431,5.206457927919431
Cagliari Calcio,26.0,Matías Cabrera,midfield,Nacional,0,1.5,5.845589004718934,4.345589004718934
Crystal Palace,22.0,Eberechi Eze,Attacking Midfield,QPR,8,17.8,7.899159117044422,-9.900840882955578
Crystal Palace,26.0,James McArthur,Central Midfield,Wigan,2,8.8,5.932818830653211,-2.8671811693467895
Gil Vicente FC,22.0,Gabriel Pereira,Centre-Back,Vilafranquense,10,0.65,3.1089009861030816,2.4589009861030817
AC Milan,23.0,Léo Duarte,Centre-Back,Flamengo,7,10.6,12.642640880138822,2.0426408801388227
Stoke City,24.0,Kevin Wimmer,Centre-Back,Spurs,5,19.4,16.601892462845175,-2.7981075371548236
Villarreal CF,25.0,Tomás Pina,Central Midfield,RCD Mallorca,1,5.0,3.2641453735328567,-1.7358546264671433
FC Porto,22.0,David Carmo,Centre-Back,SC Braga,10,20.0,3.3994606628447763,-16.600539337155222
FC Nantes,24.0,Anthony Limbombe,Left Winger,Club Brugge,6,8.25,5.263098162310404,-2.9869018376895964
ACF Fiorentina,25.0,Josip Ilicic,Second Striker,US Palermo,1,9.0,5.4378433354449065,-3.5621566645550935
Anzhi Makhachkala ( -2022),31.0,Benoît Angbwa,Right-Back,KS Samara,1,1.5,-1.2444528160894257,-2.7444528160894257
Juventus FC,24.0,Vincenzo Fiorillo,Goalkeeper,Sampdoria,2,1.9,6.700818447032282,4.800818447032283
RCD Espanyol Barcelona,25.0,César Montes,Centre-Back,Monterrey,10,8.0,6.526895111019599,-1.4731048889804006
AS Roma,26.0,Leonardo Spinazzola,Left-Back,Juventus,7,29.5,15.673364958813274,-13.826635041186726
UC Sampdoria,25.0,Abdelhamid Sabiri,Attacking Midfield,Ascoli,10,1.0,3.493427763935119,2.493427763935119
AZ Alkmaar,25.0,Yves De Winter,Goalkeeper,De Graafschap,0,0.2,1.445123002761865,1.245123002761865
Liverpool FC,24.0,Oussama Assaidi,Left Winger,Heerenveen,0,4.0,11.804270477728924,7.804270477728924
Anzhi Makhachkala ( -2022),23.0,Ewerton,Centre-Back,Coimbra-MG,0,5.4,2.4472948143682043,-2.952705185631796
Empoli FC,26.0,Omar El Kaddouri,Attacking Midfield,SSC Napoli,4,1.2,4.7106490003741,3.5106490003740998
FC Porto,20.0,Éder Militão,Centre-Back,São Paulo,6,7.0,3.256276217038349,-3.743723782961651
RCD Espanyol Barcelona,25.0,Cristhian Stuani,Centre-Forward,Reggina,0,2.7,2.7404556369040884,0.040455636904088266
Bayern Munich,24.0,Leroy Sané,Left Winger,Man City,8,60.0,31.53719337458138,-28.46280662541862
Nîmes Olympique,25.0,Haris Duljevic,Left Winger,Dynamo Dresden,7,1.0,4.400824931139911,3.400824931139911
FC Sochi,26.0,Artem Meshchaninov,Centre-Back,Baltika,10,0.5,2.399999640782122,1.8999996407821218
Leicester City,26.0,Rachid Ghezzal,Right Winger,Monaco,6,14.0,18.56637464102518,4.566374641025181
FC Toulouse,21.0,Dominik Furman,Central Midfield,Legia Warszawa,1,2.65,1.629259028590351,-1.020740971409649
Genoa CFC,32.0,Felipe Caicedo,Centre-Forward,Lazio,9,2.0,3.442735935939958,1.4427359359399579
SD Huesca,32.0,Enric Gallego,Centre-Forward,Extremadura,6,3.0,0.8817569306384742,-2.118243069361526
RC Lens,22.0,Lukasz Poreba,Defensive Midfield,Zaglebie Lubin,10,0.35,4.073414929696219,3.723414929696219
FC Lorient,23.0,Cafú,Central Midfield,Vit. Guimarães,4,2.0,2.430020516621505,0.430020516621505
FK Orenburg,27.0,Denis Popovic,Attacking Midfield,Wisla Kraków,4,0.2,1.9789175733319644,1.7789175733319644
UC Sampdoria,21.0,Alessandro De Vitis,Defensive Midfield,Parma,1,2.3,2.5693696620493114,0.26936966204931156
Villarreal CF,26.0,Gerard Moreno,Centre-Forward,Espanyol,6,20.0,8.805256806515288,-11.194743193484712
Swansea City,19.0,Botti Biabi,Centre-Forward,Falkirk,3,0.21,4.317352674540031,4.107352674540031
Empoli FC,21.0,Samuel Mraz,Centre-Forward,MSK Zilina,6,1.5,3.132957710818476,1.6329577108184758
TSG 1899 Hoffenheim,26.0,Eugen Polanski,Defensive Midfield,1.FSV Mainz 05,0,3.0,2.057750380875947,-0.9422496191240528
TSG 1899 Hoffenheim,27.0,Pirmin Schwegler,Defensive Midfield,E. Frankfurt,2,1.9,2.889444986257071,0.9894449862570709
Borussia Dortmund,19.0,Leonardo Balerdi,Centre-Back,Boca Juniors,6,15.5,14.180117088197084,-1.3198829118029156
Manchester City,23.0,Ederson,Goalkeeper,Benfica,5,40.0,25.15164194939781,-14.84835805060219
Bologna FC 1909,22.0,Arthur Theate,Centre-Back,KV Oostende,10,6.0,4.097321906330008,-1.9026780936699916
Chievo Verona,20.0,Gianluca Gaudino,Central Midfield,Bayern Munich,5,0.05,6.071598788734154,6.021598788734154
Chievo Verona,23.0,Raffaele Pucino,Right-Back,Sassuolo,2,0.3,2.953470724939366,2.6534707249393663
FC Porto,23.0,Paulinho,Attacking Midfield,Portimonense,6,3.0,3.3762943144697397,0.3762943144697397
Real Betis Balompié,25.0,Francisco Portillo,Right Winger,Málaga CF,3,1.0,2.9278974165325926,1.9278974165325926
AC Milan,21.0,Charles De Ketelaere,Attacking Midfield,Club Brugge,10,32.0,13.578650928190267,-18.421349071809733
Dinamo Moscow,28.0,Toni Sunjic,Centre-Back,VfB Stuttgart,5,0.7,5.971551556172383,5.2715515561723825
Udinese Calcio,19.0,Jádson,Central Midfield,Botafogo,1,2.5,1.014166253138619,-1.485833746861381
VfB Stuttgart,28.0,Ron-Robert Zieler,Goalkeeper,Leicester,5,4.0,3.3561473867622604,-0.6438526132377396
AS Saint-Étienne,29.0,Ryad Boudebouz,Attacking Midfield,Real Betis,7,3.5,6.685164093955249,3.1851640939552492
AS Monaco,18.0,Lyle Foster,Centre-Forward,Orlando Pirates,6,1.2,10.832082220717734,9.632082220717734
AC Milan,30.0,Fernando Torres,Centre-Forward,Chelsea,2,1.0,11.984138238603196,10.984138238603196
Cardiff City,23.0,Josh Murphy,Left Winger,Norwich,6,11.4,8.178529304293823,-3.221470695706177
ACF Fiorentina,26.0,Matías Fernández,Attacking Midfield,Sporting CP,0,3.14,5.192243831361371,2.052243831361371
Norwich City,28.0,Javier Garrido,Left-Back,Lazio,1,1.5,7.518062877307438,6.018062877307438
Sporting CP,28.0,Douglas,Centre-Back,Trabzonspor,4,1.0,3.262556210873846,2.262556210873846
Cagliari Calcio,24.0,Danilo Avelar,Left-Back,Karpaty,1,1.0,0.812453198697703,-0.18754680130229695
Udinese Calcio,18.0,Clifford Aboagye,Central Midfield,Inter Allies,1,0.61,0.9858307908258004,0.3758307908258004
Liverpool FC,23.0,Diogo Jota,Left Winger,Wolves,8,44.7,23.140152991006754,-21.55984700899325
Torino FC,28.0,Guillermo Rodríguez,Centre-Back,Cesena,0,1.0,2.0988265843570826,1.0988265843570826
Real Sociedad,25.0,Asier Illarramendi,Defensive Midfield,Real Madrid,3,17.0,6.866575940162647,-10.133424059837353
Girona FC,24.0,Jairo Izquierdo,Left-Back,Extremadura,6,0.2,2.17543091546372,1.97543091546372
Leicester City,30.0,Jonny Evans,Centre-Back,West Brom,6,4.0,12.06038168679174,8.06038168679174
RKC Waalwijk,25.0,Teddy Chevalier,Centre-Forward,Zulte Waregem,0,0.1,2.331342906535617,2.231342906535617
Tottenham Hotspur,32.0,Fernando Llorente,Centre-Forward,Swansea,5,15.1,14.154061457858887,-0.9459385421411124
Huddersfield Town,21.0,Ramadan Sobhi,Left Winger,Stoke City,6,6.5,10.32645266605232,3.8264526660523206
