club_home_name,club_away_name,competition_id,round,season,home_club_goals,away_club_goals,away_club_id,home_club_id,game_id,peso round,Overall_home,name22,Overall_away,similarity_score,club_name,_id
Vitesse Arnheim,Az Alkmaar,NL1,5. Matchday,2019,2,1,1090,499,3216072,1.0,0.2444385070359242,AZ,0.3623190732099774,40,Fc Cadiz,1090
Vitesse Arnheim,Az Alkmaar,NL1,25. Matchday,2020,2,1,1090,499,3450773,1.0,0.2444385070359242,AZ,0.3623190732099774,40,Fc Cadiz,1090
Vitesse Arnheim,Az Alkmaar,NL1,14. Matchday,2021,0,0,1090,499,3597947,1.0,0.2444385070359242,AZ,0.3623190732099774,40,Fc Cadiz,1090
Vitesse Arnheim,Az Alkmaar,NL1,24. Matchday,2022,0,1,1090,499,3852717,1.0,0.2444385070359242,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,8. Matchday,2012,3,0,1090,317,2250239,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,28. Matchday,2013,2,1,1090,317,2342499,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,32. Matchday,2014,0,2,1090,317,2459873,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,28. Matchday,2015,2,2,1090,317,2589139,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,17. Matchday,2016,1,2,1090,317,2700776,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,22. Matchday,2017,0,4,1090,317,2877322,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,23. Matchday,2019,2,0,1090,317,3216229,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,12. Matchday,2020,1,3,1090,317,3450531,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,6. Matchday,2021,3,1,1090,317,3597839,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Fc Twente Enschede,Az Alkmaar,NL1,26. Matchday,2022,2,1,1090,317,3852731,1.0,0.2543311370150328,AZ,0.3623190732099774,40,Fc Cadiz,1090
Psv Eindhoven,Az Alkmaar,NL1,4. Matchday,2012,5,1,1090,383,2250202,1.0,0.5016598554621531,AZ,0.3623190732099774,40,Fc Cadiz,1090
